song_id	album_id	track_number	release_date	release_date_precision
6ZNw9Cnc85OeHZrjMAZJfY	4jbWZmf7kRxCBD6tgVepYh	11	2000-01-01	day
27vsyn5d9HPSkeLleEnL1x	4J79JcO99vj9Nq0iKMXcVw	4	1999-01-01	day
0cwJIOwflRPDTcmz2ApX0B	7HJOpZ4yP0y4b9oAHGNXfu	2	1998-05-29	day
6sUUm3zqEXChVeWB6DqscM	3sDzP2Tf8Mb516BD6X8DLr	5	2013-11-25	day
022rVz5n3Ga5CelWqme1Sb	1lzXwr918P9ea5GfeG7c0Y	5	1998-06-29	day
1oS266XuzfN0XD6I0oJqTf	2XfiVGii6y6MjeRDQrLPHV	8	2008-01-01	day
01VFDkHBNJcCNUjzD3flWg	6cuNyrSmRjBeekioLdLkvI	10	1998-03-03	day
0wRx3vTTQAvvZcfIoOix3n	48QGWbQC8YSdDQyUVfrAv2	1	1998-08-31	day
0eeYMu1A61fdRREKd8LjAl	1W2z3DWELAxYAeRN7YvyFb	2	2002-05-07	day
0TxXEbxn52XsuAhxb6VFZw	7fvl3dOnDrv9rq5IBmLbAa	12	2007	year
5IFCyWplye09HytIP80RCF	3Pmonb2UZ9zckdh5S5ibVm	2	1997-09-30	day
29hBRadFZf9QTGRHZmxm65	0DuFDnZcj7B4R0Jik1aDmY	1	1998-07-07	day
3CVDronuSnhguSUguPoseM	2QXT4rGSfqjqfgpZ059yKp	3	1998-10-16	day
7uuYV4tZpoG5mCN3cQ1Zck	3N3OZQ5YHO6dxEBLEAFtMK	4	1998-11-20	day
3BOywlNj1muD3sU9aMYRiA	6jVP5U8VtHnVpaHXAXdOE7	1	1998-09-21	day
0stbwOBi16sq4ewbBaSGNy	5vgQGAOADFNJMBX3COabV8	4	2012-07-01	day
4HuBioo0RnWcqCDeyg8bGL	2lKDDrmx5aqyBRkho5ljn5	3	1998-04-10	day
0W8YWHeFFimvyPOc0AgRBq	3hwPsvBmnFXv5qFueDDUjN	11	2001	year
2grwz4trMgDLOfEITQgAv3	0HiQVsQdNpLarQJN3RgOhU	12	2012-10-23	day
6hpcnsrb9cesuY2laOyafK	2UH1mFxID6YrrhQ3VrxYQT	24	2019-05-31	day
2V4Bc2I962j7acQj1N0PiQ	2KE8WCHtD8qnAxXeIzNEId	1	1998-01-01	day
4G3HuXbtn7AwtW4aCIaMxx	6bOFBjlmYKgdUB0NdLLxxn	5	1998	year
4PADeWvTB1GbqdFO9n7JX4	1ZXM9jY3Bsg12KXgwftBrO	12	2009-09-08	day
3FY7setkwqNLtNyS4se0jd	08udchsqtOyUPlJdDOSAPm	2	2019-07-08	day
2jqua17r7DJuqRXl1uJwJM	2KVpGKVIzcK9bB13MXJGEb	2	1998-01-01	day
4QOXPy2nuInZBz4wXQqpEv	5h1jYteuKVHD1RCcFxBwb3	2	1998-10-23	day
1dAF3TZnGrpEzEdOUyXG82	1RnxWZniUGHEAlpfbCphiL	2	1998-05-01	day
01F8B0dhzGdWvmcSO6vUdi	2esWeP8Ln1sXA0jbDmi3Zq	13	1997-10-03	day
5rWzxloNXvbRPhlC1O2b6T	6mIyViyBHV4eoQqI4JZByh	4	1998-07-11	day
4VylqI6kgKix4tcIdaT9RO	3GqWOQKyysSnCSFUbUCLYX	1	2009-09-15	day
6cjwec9ii5uLK7CDfPBYt1	11Rni6y5dnNo6NRVuxltIj	2	1998-01-15	day
0hRK7UKSKVS5a18mxYT6pO	2QDm4fRgSCnQF5kLUiI2kS	8	2006-04-21	day
6I3LsZncKrJG9mwv12FCEg	5dKsOtOOY393hKb2TZ9yIV	2	1998-11-03	day
6DX7WBxe3wpUb2wyTXMVH0	5qNfTjXiyNX9abxpcpR1jO	5	1998-06-09	day
5swljxEI3gY3FthAKrZqtO	6J9fX2iXc9W7ILQUWvEhAx	8	2015-09-25	day
0oNmjvEaKDgUp7zXQKX9fI	7EOJPU24etzaF9x1z8JhdN	1	2017-12-04	day
3a28Tz8wcoNUVCeobSWEn2	0fUTBWVkqM9Ai7HV4RnWRd	13	2017-12-01	day
2Y9rKZdsjhK8dZXQDriDxj	5HvSGPXR4k3PHspJrJTIqw	4	2002-01-01	day
7eXVUap6M13npgsz7KmaWk	1jafIRrPVaBkcwl3TC0C8T	12	1980	year
3Xl5apC8UhqZ1FZ7u3HHfO	3Tdb9TrHS3ne1SjFqBYA5V	4	2004-01-01	day
68gWPZFFp3tIsEJ2XxmIRZ	733Jwi7Ira8BLbvlBwaWPd	4	2015-03-03	day
0nDjzA4kns1QOWPXuOn6Xw	36STfe5P9Cln52ch4nw3i9	1	1997-06-03	day
4BT0ltNgL8JljaedanwyVT	0b7St0A2XPU0bQfdVL0CwN	3	1998-10-02	day
6wAV49hRfOiCTHztORMy8Y	4043DNu4jVlMNetxtdh68B	1	1998-06-30	day
6zZJkvtu3N9GhbSQdVzsKT	3Pmonb2UZ9zckdh5S5ibVm	8	1997-09-30	day
4DDhR1Zd6WYbNiCd13Uu4i	0WaL0OxrZNxs0sXEwwzs82	9	2010-08-29	day
7FuRjlwyTY9uTAUgGpZtJU	4st9EfeMOnXoxkIPS0fik4	6	1998-01-01	day
5j6njwjrYgV7sCN8yKl1bF	7cAT0ucaAwyHVjL9kurpxz	2	1998-01-21	day
3APayTEWiUl9Ssep4BOXR2	5snQakFpbHsJmrAvhgeuHX	3	2007-09-05	day
6gsFth2s4hP8zXHSqNcsuY	1oWxRkI4V9d3hH3PqWpx9H	4	1996-05-06	day
70fe354BpVKEvMY0de78YO	4vUXTcKz7tXxrNl84meN6i	1	1996-10-01	day
7wLHPeD2BAtsibEcV9XYL8	5WqK9zGqUlTw7IPY2k1Yqd	6	2002-01-01	day
3LglfWKjbclW7Efzz8K1zS	2JZvVC4RftWDbyhEFfpATZ	6	1995	year
2N5CvukjQqiWxjzZLMqqBN	7lF5KjVwW7LRytM2Ifed9j	13	2010-03-08	day
1MflDzSByzgySx1rV7Ocyl	7cGErSohCeIcMOjS7yfwPz	6	1998-08-08	day
7ziHnshbknkpFLDW5yGBjO	73aw7T2ZpoDvcPe2uSlWxF	1	1997	year
1wb4P4F0sxAQ2KXrRvsx6n	4UMe0Ods7kygK6OISasZe9	10	1997-11-04	day
0rl84FuazRHYmK72krdmA1	5qC5YqtLMlsm5Pyl6GtfpP	4	1997-08-29	day
013AWvizllIUEC2FOBzOnh	64peTvbTLBDeSBu0GsCRE4	3	1997-03-04	day
11dZMjEuh0wev2ye8RgzU5	2nGXYHtz0xx5qMjYtDFJUC	16	2019-04-05	day
5PIveStlGgjVL54GpVcqxr	0fQdoem8dnrl80YcZzQ8f0	5	1997-09-16	day
3c6afiysmB7OnxQzzSqRfD	3PFEg7sWLEMuS3nyTIguEV	2	1998	year
5GorFaKkP2mLREQvhSblIg	5cmtcMzuUZq8vxS5T7NVPu	11	1997-01-01	day
1ifq3DVpguU02W6Prh5T3u	6iYeOMqZOM7PxxuuFrGEj4	8	1998-03-06	day
0ALJZXgutuN6F680E8lQPs	2nJhrAmvHiaScCGBhZTkC1	5	1998-10-23	day
3Uvx1TO0Kg5HgGPk58lHXv	2gToC0XAblE9h3UZD6aAaQ	6	1997-04-08	day
30udk0wRASd4F30kcAbD11	0knL5fTAXqq9oq4Yeyibc8	8	2005-01-01	day
1c4h1CPZBRDrzgLtaKyCTV	0k75jOkzHNHY3IdmjyZA9u	2	1998-01-01	day
7chTzkbpS16xJqyhJWQlmt	5AfgJ4mjGvANakNjGrKGgy	11	1998-01-01	day
7kwpnE5W3ugxJ8wZdNYupT	2eTRbjHzgrACW2h8U5txhe	3	1998-12-07	day
5wwLfjdiSHsgKyEO6V5rDe	5O5I3JbBPsODCmghkVr6dg	6	1998-09-01	day
4P04hMXyLSKeYExZe0eEdz	6eGYLONkDMja0MNtZWnRRB	3	1998-07-14	day
0Ajtcbzv1UsEWS4ZnGKlsB	2NnvA0idm5ZocICv1r3M3E	4	2019-02-15	day
5DuaMIvmPyT3oEvuccx6JO	7ysKTnHt4ve0MvIWm3vPdz	3	1998	year
303ccTay2FiDTZ9fZ2AdBt	7Kusf5plZjl76X5ARWJbNO	1	1998-07-20	day
2ZmUMKX5cJQfQj12SmGYtg	1srJ4xgMWliQdwquG81ObA	1	1998-08-31	day
5ihS6UUlyQAfmp48eSkxuQ	5VIQ3VaAoRKOEpJ0fewdvo	8	1975-07-11	day
4AxVXHgv0clBuS4dl4S7Gw	7Mh7Q5DQIE9evMeGrKHjg8	1	1998	year
4pfO92V74AX3FdZZthxzCF	4HzlnYXZftlmZAIm2EzXwC	1	2009-06-26	day
1nqIypX8gPVUQIFalBe0re	6xpsskkZfZRBIjU36kjDab	7	1998-05-29	day
6pNPthJtweLWioQeGtwJe5	2WPS1YnbXiaX1Ekr1HNICt	9	2014-10-10	day
7mtYwHLYETUEgA8Sc2Uuxr	5pVLaGn7eFTpeFGY6iKfVm	9	1998-11-17	day
73NMoIdOqIfg5Dma68Gi4R	3GskxSqZ2uIWR45ZyjL1Nr	2	1998-05-25	day
4zygTlD6BMAZ3oGauPSod5	0tkt5Kn4hH1t6FuRXYwFpi	1	1998-10-10	day
47CWjx4mP2qZEGVRkpactB	2XC8tDWhr65fYIetmqM6O1	5	1998-09-04	day
1YwPNemawMgGe6sF4U0FTE	4p7YUpyEWoFheYconnjTqh	2	2008-07-21	day
4xMIvU75BVq0UOB5fi7Vgb	0OWIVcNE4aItrlRvMUVueO	18	1997-04-14	day
2QBoFxIpS9kNTywWmqtK2g	7pjPAwLYELXFmVLBdq8ofj	2	2005-05-03	day
6C2hdBRnurJLyuxR9t2kda	1OX1lmHZ0lDpugDLDg1pI6	1	2019-07-12	day
6rznBy0Ox2G7O8VTFGCn3o	4kk9yOMGaKgH0YH4hj3ObO	4	1998-09-08	day
28hTYJdWFYzIhApFfqwGtV	2trVSFt61oUo4V9fYOXUqa	14	2004	year
7zu3Xuz7D8OTilEr2oHKdL	5ZcxpYdOHuNOBDNh7VMSbj	7	2006-06-06	day
4Fpsa3pYc3gozrxHRRPvR6	6cuNyrSmRjBeekioLdLkvI	3	1998-03-03	day
1xQeNjkcWb2at409bfedop	5hCfZJ7pEztu20LP7xAH25	2	1998	year
6bVB2MGR7LcotAIB1vfpw6	7ysKTnHt4ve0MvIWm3vPdz	2	1998	year
19udLuHd7CD8XxrOmUaXPn	3GskxSqZ2uIWR45ZyjL1Nr	1	1998-05-25	day
5919i3Sp9U2IE5m7hhlgSw	6bOFBjlmYKgdUB0NdLLxxn	4	1998	year
1GrikfH0jDejDvrxo84n4P	6ZANEjETQ9L9pjBuvOAhCQ	11	1997-10-07	day
1s73QLCtlgTskFYyCZsw5t	3XreaUpLrPUlRreBqSPhif	7	2019-05-10	day
6F17E4STr6QLaOALJZt0CV	24ne6LwAF0QJgGLQxTxLEf	2	2019-08-16	day
00rGtsA6s1ymgW70p1LzlM	0ueeGsDZWhyK4QqCLujk4g	1	1998-04-07	day
4ezafcOuI5em8LoE2xxnpv	1jlbr51uTL95Vqmw2G8rpA	4	1999-11-08	day
4C7Ss9bTPOWJMh3rarF1mN	6GRzmk9UGL7odxprOPop1Q	3	1998-09-29	day
3FteycP8CaXS1MhjcXekVT	3sr6lAuO3nmB1u8ZuQgpiX	2	1997-01-01	day
2MAaiV0bbeq4FpSwPe2rR8	0FH3WsTCWaDmfpEojJ4sN2	2	1998-09-29	day
3hAaCXvutknQugsPFogh8H	3TGtyfwv5KOmHENjkY8TQc	9	2012-01-01	day
5XeQ0rudxvqNA2mJmZBjBK	18INLUvzq7lcQUrdaqtgIN	20	2003	year
1qlytTdL89gQe4hOMAPtGp	11Bo6LmoOc72U1jkF9lHj0	7	1998-07-28	day
7BD50ATrF3Vab5FQy7vtK8	5GIEvyzVeUKAs6Uf2EeoqD	2	2003-11-18	day
1oPKnJv14YIAbEw4Xw1sAN	1u4KCF74p7JhxexnLopbYR	3	2016-04-29	day
0weAUscowxeqDtpCgtbpgp	2esWeP8Ln1sXA0jbDmi3Zq	3	1997-10-03	day
7mymFcQzEpOuxCJFw9Qx9l	6xpsskkZfZRBIjU36kjDab	1	1998-05-29	day
5HxMIHAEQRujXM2oQFPR0E	5tROA4dLGsUtQesckMYNcC	1	2010-06-03	day
7hObovvcbBpXgZHQ9if4WU	5zsDtoSrXK4usJ4MB1tCh2	5	1998-02-17	day
3tP9ZVvGewuVgv0p8gnP15	6DOPQbux2t0nkLnnt04Hkw	1	2007-10-30	day
4vuETl6Kmk25Gi6yMqRDju	7pF24eQWqhkW4q1alqmkCm	4	2012-07-01	day
2LOOazstxedsL3dBhfo5zF	7m8JwiXdpiR01n6TdWozcY	4	1998-03-10	day
6dIbdBKUEfsiK6GiyX8Kas	2SGpYKz0S0fXJYwpIt5aeG	1	1998-04-24	day
4ed4fzILWsNc7dp5VbkobM	7gLzC7PXl7vjeN7FRvb8II	8	2007-01-01	day
7bG5NDhlrDel1aNofKPNf6	77Aoown5BoLvQJnZJBICPO	1	1998-04-24	day
3RSpK5Y0y5tl25qvssrwJ6	7aDBFWp72Pz4NZEtVBANi9	3	1997-09-03	day
6904O7JrAxFybd4yu3Sz2V	2xIhksIizs6gWdRBYdiTLc	13	1998-05-01	day
6ayxaDStavOn5gJzlw6S84	0rjE4WvfSZ6hLJNR0eTlBJ	16	2017-07-07	day
3ry3inPnEynB5sfaN9EHBG	1RnxWZniUGHEAlpfbCphiL	6	1998-05-01	day
1shRBEykFXAQFgnAF02nZ7	7qoINiypl437qPXXGjykGe	3	1998-05-28	day
0MjT9xQqJrQlNrkWKZgFbQ	4UuS4hlOMP5akz21glTQCL	1	1998-03-17	day
3GKHa2azz7Wh0QKDVa8eev	6SXXmrMAjmFe3EnsM0k9tw	7	1998	year
6in9jcfDEJyvN7jhawZ14o	56F5sYnd7ez27Mo9QTlSg4	5	1997	year
29o8jhM7RbYzaSOV13ISGA	2X0GbWo6PRyKb1AsZQGDhU	5	1997	year
0b5w1gamS9f239Sms9guAB	4OLSMLHNl7Nf8wwsxnxqwJ	4	1997-04-21	day
6FGfXPvZ8sMpq1xd75FHXp	7ndxdHA40ZLx0jH0V6fjz9	8	1997-09-22	day
69m9WDPBvemwujQwdONslk	11Rni6y5dnNo6NRVuxltIj	4	1998-01-15	day
4cdAXfguhQHYFkvuuzye1m	2btiLFlL9jzIIHbId5cufS	1	1998-01-01	day
4ZzlRHW4Nutg3JtoD4aTwt	2XfiVGii6y6MjeRDQrLPHV	7	2008-01-01	day
5Ccz5cbwig9QvLCZagTHVy	5uP1FQmrHxL0ECie4Fiuth	3	2009-01-01	day
57iDDD9N9tTWe75x6qhStw	52AeC4gwbxDfFlLHgK1ByD	1	1997-09-29	day
0lej8CemYKkWVHg77Xe1ky	1p6BAFD43hYjgZ5RC8toi7	7	2019-08-23	day
3fzKNhHsHnHlU8r9g3SI96	3d2YtI3ibnNXoJLS9niUoU	4	2005	year
2II03llydk4YnkBBvoYB3B	6cuNyrSmRjBeekioLdLkvI	9	1998-03-03	day
5YszKTyljHKEzmWi5AR2Sk	3PFEg7sWLEMuS3nyTIguEV	1	1998	year
3D2xtgBoZ9a5w8jra4izaG	5araQRCBoH8PqCWWSZ7eYL	2	2015-09-11	day
7m6Q3ww2YzIkJV0VU8lyuF	2caN0v6hMBMXoATJJJdurg	9	2005	year
28dKRl0QkZcll8JEqXfe8m	7KbUCpDM0Ercj13qWE2hz9	6	2011-04-26	day
4PaV16f3DUo9QxbQMUzMKH	5BppAD3eDsFuDPolMdcqt2	2	1997	year
3mUmd78qWMY1qxYgXgO0gT	6POSTlMT9tE4BSJqvIWFWg	2	1998-02-27	day
3R2Zkm4e3Euw6PpLnrYPiz	2p6Kod7VSlWtuQG5N6K2qF	13	2007-01-01	day
5ipaVsVyXBn9XyM7VnWexd	6YW8UAkoK9RxL08k44HziH	4	1997	year
3D9u1UpCD8FU7LZFsMvVZQ	3cgsVPDpdP8P5y9TteUuhI	2	1997	year
47TqCCnEliDp8NRDyIQoQq	0fQdoem8dnrl80YcZzQ8f0	1	1997-09-16	day
6nswV1Lz3OZkaiCJfmVUOa	0Ip2GlQPoAIgdkqCO2YkMa	4	1997-01-01	day
3pi27Gt4NetgWmEMFOCjBQ	7m8JwiXdpiR01n6TdWozcY	1	1998-03-10	day
42yb3aUH2iUYzbcIelm2f9	7kQtr0cIKu7qZCrCvvkHOD	3	1998-03-12	day
2QEWYmiD9qvXkFvAMuMD0U	7pul7RvuYLqryKehizOvsG	11	2015-06-16	day
6EZV3YJTrJMjIVRElFRkb7	5xm9jQURZlrk0zZrUhQb2i	15	2014-10-27	day
5L0KDoZklMgs9GPoonneEl	0fQdoem8dnrl80YcZzQ8f0	3	1997-09-16	day
1RQnYh2xw2BPpnzQFbO5r5	3sr6lAuO3nmB1u8ZuQgpiX	3	1997-01-01	day
5H0MibD02fcor68UuvPVYA	0omhJPsVD9xcBU13vvYDlQ	2	2015-05-29	day
4G1qRhOk1YY0kewtMaCrMC	2bHrxJQDBQdvow7vktRVUj	6	1997-07-29	day
3dPciRLywH9INbUfBHw2Lq	0032kwtQmNuawKYX4Wh4I6	9	2003-01-01	day
0jOXmNowR2j1hVpZMqnz9P	0JMmTZJ26G0QekIeSpcplU	10	1997-06-24	day
6VWFrHAnLDyNUEJbJvpkZA	65aWVI7ULOKD2NJSp2qGlx	1	1998-03-10	day
1yckLYhD232gkDZG86QhAn	3GO1zi1F5DGBdu3E4K4AX6	3	1997-01-01	day
5rSYbDj0iOntehwhonDS1a	7iDMtLZF5xX8Ijx3PossZk	11	2000-09-26	day
6dWbvrb0xygIlstvZxDhDJ	3T3IzfeqG3PgOQZiUyU1Ux	2	1998-04-03	day
0h1nyHkuaVb9fgClhf1ENx	1VeHpMTWGzP9HxDtB8vnOR	4	1997-01-01	day
7rtGt7IE46Y9bxymlGnNqX	0X7BQpQHQaLqaTKEOmsjRl	1	1998-03-10	day
6kA9jN3lLDheefzmW3UFbp	0Mvp6WwdGESYuYUD2MRzk6	1	2015-05-15	day
562fj7L0rsHrr0VWfGPssZ	0RdoB9ogOzDGAbwzOHA5W3	1	1998-01-01	day
4wtHbIS26FOtpjMkaQQ8Zk	6IaZUV9ZMO8Xlya5GHWljz	1	1997-01-01	day
5w24xZUicD68LjnZvtougC	37Zd5cmnjUQBxfkSe05OTp	1	1997	year
7Ihl2uNgZmwaOyp9KRHGsA	7eGKyGwULtBx4KPS7yiJv9	2	2010-08-23	day
0ugHbbuxII19JNMCdMUDOe	73aw7T2ZpoDvcPe2uSlWxF	3	1997	year
6pkAiSA8iA8JkUhVMPpiw6	44TRtt7OKRynuYVq30AXTW	1	1998-02-17	day
4ynh61vZS9j5L6xC63U11q	1VKNgXQZcAcaYRr6qUMTwM	2	1998	year
74uGhWp4BYpjFj1V2DzgoO	0xUqFH2GDi0oZ7fwIBAkLQ	11	1997-05-02	day
52ebHl07WkJ3HMGg5vItfM	7ko9dVyGLN0SIegmq6fpLH	2	2015-05-29	day
1VOnZafgOKntsHk7RvskL2	4MTASils0lMmccH1brL8yW	1	1997-08-25	day
1ddtTTb6f5LRjaeR71htNK	539p5m7S9HFznzMeAF6Ici	1	1998-02-24	day
4oJEy4qDPwDk5ac26yEMeL	3OBGmYaLEwrcM7AnEXhLId	11	1997-04-29	day
5HNoLeWqzYiyEZlXZQaA2f	6ic3sVEgba5umZqhfEBO7r	1	2019-05-17	day
7JXFCtDRnftvbZjukyIRRB	0AJaRBLPuUybHfdJi87GQP	9	1997-01-01	day
2cZuNzaAGNFozlZTxSDU1g	6nPdlsKWGOFepgMMXTZReP	15	1997	year
46ShsS3tyqJAJdxUjPezdI	5qC5YqtLMlsm5Pyl6GtfpP	3	1997-08-29	day
3vL9lPWBuv0ZR3c5YmdhDl	5zsDtoSrXK4usJ4MB1tCh2	4	1998-02-17	day
7gF0J2ixqSDWlOEDnQD1Wo	7H9HgzKgHs2Bb5BM6tmXE3	2	1997-09-12	day
4wl51xdCkRffhzXqFqd7sp	1osvM1ZXT5768ZWG2PFFzT	7	1997-06-03	day
5on1ppavPW4nxtGXJJiSLd	56viTB3cu7FbFwAWDctRz1	8	1997-01-01	day
1K76YJvninD8pEy1Noh2To	1fkGVz3LWxjax7F0Mrj3f5	3	1998-01-13	day
42et6fnHCw1HIPSrdPprMl	2gToC0XAblE9h3UZD6aAaQ	3	1997-04-08	day
5aizIpfN6n1bYdX1O2OL1X	7A38YPr361l2Sdu1z9nk8a	2	2013-10-14	day
32CQWBswlvCIDt7pKRjyRj	50NJ3kg2byqp460tCPpRF7	5	1997-03-23	day
2PmLCRSsiq930IIoEcIVjP	2pixLn0UFJTTog1lVkyk1S	10	2013-03-26	day
0Uqs7ilt5kGX9NzFDWTBrP	1oWxRkI4V9d3hH3PqWpx9H	5	1996-05-06	day
5fwCxKVai3LszSWFZ9AyA8	1CVJMhFsgCZeOMk2wQKnwL	12	2017-07-07	day
6OmIDgADWwbBCuGNnd9jDj	3mAXGQNsY0QEgMzN590v8s	1	1997	year
3o5dmw1M6ugfLpva7yTyDr	1OqVv0scUrJQmRFNcrpbUY	1	1997-10-17	day
22HYEJveCvykVDHDiEEmjZ	5yaumQgV6xGqCy014aOREt	1	1997	year
6ZIuoDs3i1KjKurJf9miSs	3StpQT9Qd87FSeWeQAdg1h	9	1997-01-01	day
0x9SkmNcsx1I4CZ9ZMssjP	6GmzqVhqvYCY2JdY4GV7sw	34	2016-10-21	day
2Y9iaL6hNUIUMCiaIFq0ox	1lllt7o1HV72nYFF5OcD9i	8	1997-01-01	day
2Eky0Rjbrv0YmNy3wrMtSM	42U1vGhrWUN6TeM5mwN691	4	1992-07-28	day
6RbC38oDCIXD8V2AOU1Tjr	0Ip2GlQPoAIgdkqCO2YkMa	2	1997-01-01	day
3f0Le90S1CWheOUhEWJ99D	6zKjlVIJfHfk955RqgDZGo	1	1998-02-13	day
7hIKkllltXJFgGfUZbVazE	3hHmYc6mrl6NkmRW1ZwYvm	8	1997-01-01	day
49ycqtJEpls38Nh75FAuMP	1VeHpMTWGzP9HxDtB8vnOR	1	1997-01-01	day
6epE4UMlTKlQhzlJo14DYP	0pnkcCH2Qs7wH8i49k7Xvo	1	1996-01-01	day
6OEpSYq8wdqnl01hsoQGQY	6lbQFxYqubkf4GbEtXARE7	8	1997-09-29	day
0zLMsK6UeAP4KrbekFbHvC	6YW8UAkoK9RxL08k44HziH	3	1997	year
75xkwSmC5Gxqijtr2Mp18j	6eVmfdGA59T2c16iG2HIBJ	2	2015-06-08	day
5qGwqO0lkbBXw4xNfzT7SF	3sr6lAuO3nmB1u8ZuQgpiX	1	1997-01-01	day
7phS4S15qLjPC7JlFnzWql	6qbvgcaWgMn2BQY6FhdOm2	23	2018-11-16	day
6xAF3xYDK915NEvC6WNbj9	4UMe0Ods7kygK6OISasZe9	4	1997-11-04	day
1prRF2tbzAKFqUgjC90nxY	6kmMraTrCoePKYeqcl8KPL	3	2000-01-01	day
6PyLw3l6ndolBrTPQp3Ibm	3BrZT0UzGMi2qhI5WExT8Y	5	1997-10-31	day
5GNWc0Xo9MUHK88BoCqrZp	3ugck6SMm2OYk22suPHh55	5	2019-08-23	day
0JyfYLKuXRmPhMkIPVstu5	3IIHk2ZLXKWuVAjCbQ9g4Y	16	1999-08-28	day
2VBSOgBcnLHkfat8P2VGvf	11Rni6y5dnNo6NRVuxltIj	1	1998-01-15	day
0hyJHL9VTqHn5VheJDFeRE	1h1Zczk517r8Hjmnom8gYB	1	1997-08-19	day
6T8R1pA6udIOf3G99sPj4o	0rtK8dsdmWXqfdTZwTvXT6	10	2014-03-21	day
6GaafBUOjkIsVBZYlpMrcX	4IWRdzpzJqGB5T7Rs26kP6	2	1998-02-16	day
0L5oYrkC94ArMJDmjtvJWC	7KmNl25MQnnmcb6YfIT08V	5	1997	year
6xN5xsIl2cR1pOjnzShHAN	6AsCKfAIdz9NdSlxApGLOo	6	1997-04-09	day
6ZUwzAFkFYHbe8dqqe2pB5	4yRoLvuzNxFDdodNNrZAEM	8	1997-01-30	day
5O0wmooPtCi3E9F1O8J7KR	0Mvp6WwdGESYuYUD2MRzk6	3	2015-05-15	day
1oMMvSvR0knSpiS8GNAJ1L	2p7xDQ8c1oH3xf9rocVuCV	8	2013-11-11	day
1pXH8JhPpk0rTqDc4bHcPU	1c5H8JzisvxPlUEZzqzAGM	3	1998-02-10	day
4fupWy6EgMEsEGFXh7vCc9	5aCFQJSSfo0fBERnD05fn4	12	1997	year
18cAagHHgjb62pUwDCv8EF	5NNCWaLHgcwPrWSPsp86ph	5	1996-11-26	day
0nQkSwEVrZzG8gdJl0LJuD	5Gw7fOOrsnB0ZeKyghATAX	2	1997-05-22	day
6loNZHKeeNUjrUkjXdCwiZ	4J9Y1PwqwZ1cQEcJNsApDB	1	1998-03-31	day
2RXOXKIx5mOUgYWMYwoW1t	430qhHsSmyCy3jQjqu3F5A	2	1997-09-30	day
2XoAEpBuM4AtQIQYUEowRy	2jpiV4pQ38unNFp6yhGPel	4	2015-12-02	day
5UJ0jCifH0eFU0YTtEbfs6	7zURSbIVZ5vl3NIKkrVRvl	7	1997-01-01	day
70k9EDdhVcNeWPduMnJQ8j	2FPIAG4tandSGRRgShejHQ	6	2017-02-01	day
0sWuCk3I32giCWbub1ySZC	4UMe0Ods7kygK6OISasZe9	3	1997-11-04	day
4mOxpj82q6n3EO7HBZCelX	3EZXmJz03Dj8sB3K26Gmx8	1	1996-09-26	day
6PNvv1dmDbOWrAYwEcuKBX	5gVBXH8MT6zfdRkjp7qT18	4	1996-07-23	day
5Hr3o3xLPcMfruYm8Fd5EN	52bBONEkxLev2MXrEg6cV4	11	2018-09-25	day
7C1rQOGXv6QOBHvYtmEN1V	5cmtcMzuUZq8vxS5T7NVPu	2	1997-01-01	day
6fRLVZ4jKzuqyDPlIdbq9q	3Pmonb2UZ9zckdh5S5ibVm	3	1997-09-30	day
1TyNecZDYU3BP3EitfpgnT	50NJ3kg2byqp460tCPpRF7	3	1997-03-23	day
1JMTM2t2JQ9sJhBcu9K8c3	2g3Xsd99gPQcLEs2ad5WnK	13	2013-10-29	day
3CbnA6S33amyRNmgmfi33H	11s3RAPMk0LpsZhuniepSW	11	1997-01-01	day
5qo79ju0ksdDG3dXUeZAc3	0URsHGo0BWzA5E84XG8B3m	4	1997-01-01	day
0tXSYsBNLm04TyMH6LrtcU	5Jcz2pJPvMST7CPTcTwZNL	1	1997-10-28	day
7KUyxxJhMjUSTClYQjn2tP	6GJzRv7WrIU16oNk1pIdwO	5	1996	year
3ozomn4PrGEKEuusxX2HpC	5qC5YqtLMlsm5Pyl6GtfpP	1	1997-08-29	day
4e4RmTn1CMCz5Dgq1aPyxe	1yCyhUs27xWxnleJSU84Rj	4	2005-06-21	day
3tehrxZR8eaANHov4cEctL	2NkwB9shQioKcbNhPf2EbP	1	1997	year
2IOjsucrORGHHlqIlF3OAF	3mn8mLqRknZCD8o7Ruy4BN	5	1997-06-17	day
0Ylaocf86J0PZAhjAP8wzl	4R3tXoorBpHji6Jdms8a4Q	17	1996-07-30	day
0u426vS2ZZ3u4BnrLFYcGY	5CFWkDEnKrS3Ar8Da5CGhR	8	2010-01-01	day
5NaOWLOmVjcA3M5spRATN9	7aDBFWp72Pz4NZEtVBANi9	1	1997-09-03	day
36AWdhZIGLUTkWpJDhe7va	3x2jF7blR6bFHtk4MccsyJ	3	1996-01-01	day
5NNGO1dOEpwDdkbTfw0ErB	65rGTBngtn3WlXd76P2O0Y	2	1997-10-28	day
05NgW9vpvEdfPxG7A0odVK	5FXJHigDDA8I1xT47xpsWk	1	1997-09-09	day
73qjbJcnWtMySl3HIvgnd4	64BmnPK2qr3WjIm040BdFt	3	1995	year
2h4voue0Zb6X8W902p27sK	1Y0DW0ceZzcpYZc8KJ6mD9	1	2016-11-25	day
