song_id	song_name	billboard	artists	popularity	explicit	song_type
4Ar06Zd03CZI7MKQDyNA7i	One For The Money	('One For The Money', 'Horace Brown')	{'5Ag2Y0TZZusl7Ky6dBjvuE': 'Horace Brown'}	38	False	Solo
4yBiZFLXn0n9AUJ5sWO88k	Wonderwall	('Wonderwall', 'Oasis')	{'2DaxqgrOhkeH0fpeiQq2f4': 'Oasis'}	52	False	Solo
3Z2GKwijUW2sKMRSPRi8bc	Feels so Good (Show Me Your Love)	('Feels So Good (Show Me Your Love)', 'Lina Santiago')	{'5UloVKzUNJcjORzhhTWWiJ': 'The Karaoke Channel'}	0	False	Solo
0CzfxoWacefxzbNImhgIHb	Glycerine	('Glycerine', 'Bush')	{'6MERXsiRbur2oJZFgYRDKz': 'Vitamin String Quartet'}	14	False	Solo
3VEFybccRTeWSZRkJxDuNR	Peaches	('Peaches', 'The Presidents Of The United States Of America')	{'1lZvg4fNAqHoj6I9N8naBM': 'The Presidents Of The United States Of America'}	64	False	Solo
1S14j6I0RrdQoxrm7zZNHL	Love Don't Live Here Anymore	("Love Don't Live Here Anymore", 'Madonna')	{'6tbjWDEIzxoDsBA1FuhfPW': 'Madonna'}	37	False	Solo
6u1yKoh00WaoSpNp46RzKF	Cumbersome	('Cumbersome', 'Seven Mary Three')	{'2zsLaQhHFdQPdFXqG1nRmM': 'Seven Mary Three'}	59	False	Solo
2gKcXnjzoW3UgJ3ncY1aBM	The 13th	('The 13th', 'The Cure')	{'3nJgNmwjVTHDH4HcrTQm80': 'Flies on the Square Egg'}	0	False	Solo
3CfSvpuNeWbiM1vjZwWXRq	I Don't Wanna Be Alone	("I Don't Wanna Be Alone", 'Shai')	{'72y3ZI95ctkQC2O4mjBaU3': 'Shai'}	27	False	Solo
27IRo2rYeizhRMDaNVplNM	Hook	('Hook', 'Blues Traveler')	{'3pHeBYl1yujXcZqqfF1UyQ': 'Blues Traveler'}	57	False	Solo
2SzCxX6M6vDwdEwnHDiTaY	Jesus to a Child	('Jesus To A Child', 'George Michael')	{'19ra5tSw0tWufvUp8GotLo': 'George Michael'}	57	False	Solo
4qD8RygKB5VpKxwvjOyTDD	Have I Never	('Have I Never', 'A Few Good Men')	{'0xngxYYzk5L7EPBsNRQODt': 'A Few Good Men'}	16	False	Solo
0oipDSP2WW7wf5NeEjVxgK	Soul Food	('Soul Food', 'Goodie Mob')	{'3F2Y683ovlWT53WKCeq0oj': 'Goodie Mob'}	35	False	Solo
2AtBXRPCZhtIqSGF5ap33B	Anything	('Anything', '3T')	{'5rAaG3OuMuWvPWYji9TDgh': '3T'}	45	False	Solo
2JjtC0lslLJFNhC7PEOhG4	Don't Rush	("Don't Rush", 'Silk')	{'3wVllS5itPK6rpHwfvNce4': 'Silk'}	24	False	Solo
1rJM37Dd4OcSJvzI84yCcP	Fu-Gee-La	('Fu-Gee-La', 'Fugees')	{'2WKdxPFRD7IqZvlIAvhMgY': 'Fugees'}	63	True	Solo
7pcjhiKODADooP7IFPgetr	Stayin' Alive	("Stayin' Alive", 'N-Trance')	{'7oofaqs3ZPfzIuamtI4cSw': 'Ricardo Da Force', '45InkbGypoMk5nVX6dsHkt': 'N-Trance'}	31	False	Collaboration
5DGztoHaehW5z16HbQvimu	Ain't No Playa	("Ain't No Playa", "Rappin' 4-Tay")	{'4tzxCsdhR0IIUNyzwrag4C': "Rappin' 4-Tay"}	7	True	Solo
5Fsfp0IrDN6GfKXQR1sFdX	Give Me...A Reason	('Give Me...A Reason', 'Buffy')	{'5XdqZuCT3I1PUbB8kvGW5M': 'Buffy'}	9	False	Solo
0JVeSuoJzA8O8zbkZmZMPT	Only Love (The Ballad of Sleeping Beauty)	('Only Love (The Ballad Of Sleeping Beauty)', 'Sophie B. Hawkins')	{'3gdIwZY6Q3RXhDteYr4ZvC': 'Sophie B. Hawkins'}	9	False	Solo
1xNmF1Uep5OGutizZSbKvd	One Of Us	('One Of Us', 'Joan Osborne')	{'0djV4iaxhNfYWpH60ia85o': 'Joan Osborne'}	64	False	Solo
1N0UflnZhn7xOkrN2l8zxx	Time	('Time', 'Hootie & The Blowfish')	{'08ct2eZF5lUPdJpHwNKWof': 'Hootie & The Blowfish'}	55	False	Solo
7v6iawB6JYzZHP7Vka65MO	Real Love	('Real Love', 'The Beatles')	{'0S5eP8Jh9BesMF46LEWzIr': 'El Reloj Parado'}	8	False	Solo
5jafMI8FLibnjkYTZ33m0c	High And Dry	('High And Dry', 'Radiohead')	{'4Z8W4fKeB5YxbusRsdQVPb': 'Radiohead'}	70	False	Solo
1MvPNNN7sAoBDlvPD5KccG	No One Else	('No One Else', 'Total')	{'5UloVKzUNJcjORzhhTWWiJ': 'The Karaoke Channel'}	0	True	Solo
0MXNzVX7zTva4U569d5oOq	Keep Tryin'	("Keep Tryin'", 'Groove Theory')	{'7opRqRgF9lvnVraBFCMvIj': 'Groove Theory'}	33	False	Solo
3jL4onzSw31cbGqj44I2fu	La Familia	('La Familia', 'Frost')	{'2xIJg09fPM9z97qcEzF1Do': 'Frost'}	23	True	Solo
7sT3O2PXs1o12XnCKlv204	Drop	('Drop', 'The Pharcyde')	{'7yk35uHNQclPXFGFoTU44w': 'The Pharcyde'}	54	True	Solo
1uzWOoJdADfstQuFtQFTUn	Breakfast At Tiffany's	("Breakfast At Tiffany's", 'Deep Blue Something')	{'5N5RfI8FFXk4WQ8kkjE407': 'Deep Blue Something'}	64	False	Solo
7kCDkkisde5hQV0nXvmwlc	Tonite's tha Night	("Tonite's Tha Night", 'Kris Kross')	{'2zrZfs23sjuHDv4E6YRmNf': 'Kris Kross'}	29	False	Solo
0Fb8sdyNluLawg08N1zs48	You'll See	("You'll See", 'Madonna')	{'6tbjWDEIzxoDsBA1FuhfPW': 'Madonna'}	44	False	Solo
6SkGfPa77E4giShVbk9N6R	Soon as I Get Home	('Soon As I Get Home', 'Faith Evans')	{'5NDMothbpdpq2xHqSjrrWn': 'Faith Evans'}	54	False	Solo
6tX2FpWyxS5lhMGEkL5UsU	Exhale, Shoop Shoop (From "Waiting to Exhale")	('Exhale (Shoop Shoop) (From "Waiting To Exhale")', 'Whitney Houston')	{'0JS1zKAsOEW8596yvn5Z6a': 'The Popstar Band'}	0	False	Solo
3lX3jXOthWEzahVB1JSC2D	Set U Free	('Set U Free', 'Planet Soul')	{'5E0lNHVTNdbK9pcUmQm1S1': 'Planet Soul'}	32	False	Solo
02as9VXZxm5tGvXNkowiDk	Caught a Lite Sneeze	('Caught A Lite Sneeze', 'Tori Amos')	{'1KsASRNugxU85T0u6zSg32': 'Tori Amos'}	0	False	Solo
187C1OKefJy2rAEctamCc9	Funkorama	('Funkorama', 'Redman')	{'7xTKLpo7UCzXSnlH7fOIoM': 'Redman', '2VX0o9LDIVmKIgpnwdJpOJ': 'Erick Sermon'}	14	True	Collaboration
6nucK6yzNsXRgIa9hKKbFT	Physical Funk	('Physical Funk', 'Domino')	{'31jkjldc2rO3Ko4O6gGAl1': 'Domino'}	8	True	Solo
5wG7d4cNogw0ETKaICPEYA	Hey Lover	('Hey Lover', 'LL Cool J')	{'1P8IfcNKwrkQP5xJWuhaOC': 'LL Cool J', '6O74knDqdv3XaWtkII7Xjp': 'Boyz II Men'}	62	False	Collaboration
2lp8xjq0WTm3HZKHuDEweg	Tell Me	('Tell Me', 'Groove Theory')	{'7opRqRgF9lvnVraBFCMvIj': 'Groove Theory'}	60	False	Solo
5sIzSNxjMHT4oOajhanNVY	Everyday & Everynight	('Everyday & Everynight', 'Yvette Michele')	{'5Ph9AkswS5rY4Y0pVrYoSZ': 'Yvette Michele'}	27	False	Solo
3rXdABev6vQtBCElztIl7m	It Matters to Me	('It Matters To Me', 'Faith Hill')	{'25NQNriVT2YbSW80ILRWJa': 'Faith Hill'}	51	False	Solo
67EJJfVy93Hlyo3Z742Ka7	Ain't Nobody	("Ain't Nobody", 'Diana King')	{'221iMiF62DFPnVuCLJakP1': 'Diana King'}	25	False	Solo
6S8ZXzeXsfCj8qi9179McI	As I Lay Me Down	('As I Lay Me Down', 'Sophie B. Hawkins')	{'3gdIwZY6Q3RXhDteYr4ZvC': 'Sophie B. Hawkins'}	50	False	Solo
2W2vmNmTLERMWT9XBxm35E	Diggin' on You	("Diggin' On You", 'TLC')	{'0TImkz4nPqjegtVSMZnMRq': 'TLC'}	51	False	Solo
16aRACBCJ5pqNCeDJOIZf4	Let Your Soul Be Your Pilot	('Let Your Soul Be Your Pilot', 'Sting')	{'0Ty63ceoRnnJKVEYP0VQpk': 'Sting'}	34	False	Solo
01rYWOpu72uFQORnWN84C3	You Remind Me of Something	('You Remind Me Of Something', 'R. Kelly')	{'2mxe0TnaNL039ysAj51xPQ': 'R. Kelly'}	40	False	Solo
2itcYu5GSP50cfgY2Un2Ak	Bullet With Butterfly Wings	('Bullet With Butterfly Wings', 'The Smashing Pumpkins')	{'40Yq4vzPs9VNUrIBG5Jr2i': 'The Smashing Pumpkins'}	37	False	Solo
74jTexO94dFGyXGyeu8krd	Beautiful Life	('Beautiful Life', 'Ace Of Base')	{'5ksRONqssB7BR161NTtJAm': 'Ace of Base'}	60	False	Solo
6xkryXuiZU360Lngd4sx13	Fantasy	('Fantasy', 'Mariah Carey')	{'4iHNK0tOyZPYnBU7nGAgpQ': 'Mariah Carey'}	66	False	Solo
4rKsQBxDysJWqXpY5TAekd	Blessed	('Blessed', 'Elton John')	{'3PhoLpVuITZKcymswpck5b': 'Elton John'}	37	False	Solo
02D9uD9WQb834Lb54xCvDS	Love U 4 Life	('Love U 4 Life', 'Jodeci')	{'1eNkUXHPaXyuyC8NAgzykK': 'Jodeci'}	52	False	Solo
4eeq2yQUeYn8Us9JwPS46y	Sexual Healing	('Sexual Healing', 'Max-A-Million')	{'5QpTf4jao06WPoX4HKl5x6': 'Max-A-Million'}	29	False	Solo
3YudkhBvFZDDcZF8nNtnc5	Too Hot	('Too Hot', 'Coolio')	{'3y24n3XhZ96wgwRXjvS17T': 'Coolio'}	38	False	Solo
3d9OI1vLoue7VNJxxELvB1	Where Ever You Are	('Where Ever You Are', 'Terry Ellis')	{'3VLPKOMqpsbmC1D2auAXR7': 'Terry Ellis'}	4	False	Solo
4dr5u55UZRiKNS7y1isDcm	Promises Broken	('Promises Broken', 'Soul Asylum')	{'02da1vDJ2hWqfK7aJL6SJm': 'Soul Asylum'}	23	False	Solo
7LF0YY1gON8rBECsyEs0Wb	Roll To Me	('Roll To Me', 'Del Amitri')	{'2Q4FnG5T6NTUcAAZwuMV5K': 'Del Amitri'}	56	False	Solo
1OFKUn2VLafrHj7ybnap0Q	Only Wanna Be with You	('Only Wanna Be With You', 'Hootie & The Blowfish')	{'08ct2eZF5lUPdJpHwNKWof': 'Hootie & The Blowfish'}	68	False	Solo
5EL8hqM8YQJHKKnzGdahly	Dreaming Of You	('Dreaming Of You', 'Selena')	{'6IE6z7DcZIT4Ml3Fh5Ivch': 'Selena'}	61	False	Solo
7HHMYNzBw2ncKLC7lLFLUj	We've Got It Goin' On	("We've Got It Goin' On", 'Backstreet Boys')	{'46mFShagVGedAtk3aIxg4l': 'White Knight Instrumental'}	1	False	Solo
6ZZOVqeM7Cvpxjv9zqvFt5	Just Tah Let U Know	('Just Tah Let U Know', 'Eazy-E')	{'7B4hKK0S9QYnaoqa9OuwgX': 'Eazy-E'}	35	True	Solo
6c0DXVlFO5blfmDoke22rB	Not A Dry Eye In The House	('Not A Dry Eye In The House', 'Meat Loaf')	{'7dnB1wSxbYa8CejeVg98hz': 'Meat Loaf'}	35	False	Solo
1fzhdHU7xNaZAvRejf0o7e	Free As A Bird	('Free As A Bird', 'The Beatles')	{'2r5YbIRY0nkTCFuCUHbE5R': 'Evolution'}	5	False	Solo
7Jivh0vTRGrCVOz55GDYJ4	Get Together	('Get Together', 'Big Mountain')	{'0Jeckitay8SbvKwqAzWuYH': 'Big Mountain', '32ckuKo8LrZhQMyCehYKkt': 'Tom Lord-Alge'}	32	False	Collaboration
4QXhRjZacZ1gZUeL7Ukktw	Carnival	('Carnival', 'Natalie Merchant')	{'73JEBdDEFeVaOLg3y0HhBD': 'Natalie Merchant'}	48	False	Solo
2voXNGgRrosxCJA6foTVau	Cruisin'	("Cruisin'", "D'Angelo")	{'336vr2M3Va0FjyvB55lJEd': "D'Angelo"}	51	False	Solo
31lLKnvcv9OLCq9uQoxOzb	Hooked on You	('Hooked On You', 'Silk')	{'3wVllS5itPK6rpHwfvNce4': 'Silk'}	26	False	Solo
0hrh211HEFDbqIpG6znlwQ	I'd Lie For You (And That's The Truth)	("I'd Lie For You (And That's The Truth)", 'Meat Loaf')	{'7dnB1wSxbYa8CejeVg98hz': 'Meat Loaf'}	43	False	Solo
1bCMeYi91d4TH2Z5tJMW0c	When Love & Hate Collide	('When Love & Hate Collide', 'Def Leppard')	{'6H1RjVyNruCmrBEWRbD0VZ': 'Def Leppard'}	57	False	Solo
55RXcZ0Mpwt97vj2Angnn1	East 1999	('East 1999', 'Bone Thugs-N-Harmony')	{'5spEJXLwD1sKUdC2bnOHPg': 'Bone Thugs-N-Harmony'}	50	True	Solo
3YKptz29AsOlm7WAVnztBh	Kiss from a Rose	('Kiss From A Rose', 'Seal')	{'5GtMEZEeFFsuHY8ad4kOxv': 'Seal'}	70	False	Solo
6A7Pxv4QjHRuzmuf4Skam9	Runaway	('Runaway', 'Janet Jackson')	{'3UKk5BZQJw4CwmF4Txr9BG': 'Exposé'}	17	False	Solo
500Tkm3vJmVtdUwdCVxCTb	Run-Around	('Run-Around', 'Blues Traveler')	{'3pHeBYl1yujXcZqqfF1UyQ': 'Blues Traveler'}	58	False	Solo
5wvxRlpUTSX9CE52yFZsIY	Cell Therapy	('Cell Therapy', 'Goodie Mob')	{'3F2Y683ovlWT53WKCeq0oj': 'Goodie Mob'}	50	False	Solo
0wdaPticLmmqJdhgLDJ9zI	Who Can I Run To	('Who Can I Run To', 'Xscape')	{'5z2cHsOmmmWcAPNG1oEhw0': 'Xscape'}	54	False	Solo
6aOFdNRGDwLeMsKCRbtijm	Automatic Lover (Call For Love)	('Automatic Lover (Call For Love)', 'Real McCoy')	{'2vRfKzjQYJQd67X8x49MOh': 'Real McCoy'}	39	False	Solo
1ZxIdUdF5M6jTKoiXDXzGO	Danger	('Danger', 'Blahzay Blahzay')	{'0XZC3xSQstfXyXnYQKvjef': 'Blahzay Blahzay'}	2	True	Solo
6uBuOIQ8IXwahQav3ueeXt	Solitude	('Solitude', 'Edwin McCain')	{'0L6Gwm0JDrgIQJfjarWSUR': 'Edwin McCain'}	29	False	Solo
4TyOdHslAsrWZyXuStT2Ay	Fast Life	('Fast Life', 'Kool G Rap')	{'099tLNCZZvtjC7myKD0mFp': 'Kool G Rap'}	38	False	Solo
72rxzZ8hrQytuLr3kWuRPU	Boom Boom Boom	('Boom Boom Boom', 'The Outhere Brothers')	{'4eb7QPyORtTxhMiLBo3YWK': 'The Outhere Brothers'}	38	False	Solo
2ZbkuRu7IsTM8YYfJzjBba	Throw Your Set in the Air	('Throw Your Set In The Air', 'Cypress Hill')	{'4P0dddbxPil35MNN9G2MEX': 'Cypress Hill'}	36	True	Solo
2BBbO8FKLzaYgmAA73kUE7	I Remember	('I Remember', 'Boyz II Men')	{'6O74knDqdv3XaWtkII7Xjp': 'Boyz II Men'}	15	False	Solo
2NlX2HYLvnqpD8v1sBOUyK	Rosealia	('Rosealia', 'Better Than Ezra')	{'4UuoJfJ9UybJft7a8E6UHX': 'Better Than Ezra'}	29	False	Solo
3yi27cGUFPTQUdWZV9nV67	December	('December', 'Collective Soul')	{'4e5V1Q2dKCzbLVMQ8qbTn6': 'Collective Soul'}	55	False	Solo
43RL5EuY4yHXDKIbvtHWJ7	Do You Sleep?	('Do You Sleep?', 'Lisa Loeb & Nine Stories')	{'4a7CDXcRCXi4kp5z7SEXtg': 'Lisa Loeb & Nine Stories'}	32	False	Solo
5qiDen4GXbcZixkS114QXw	Hurricane	('Hurricane', 'The Click')	{'3s1xcekYgnSkBm8QK1uBYD': 'The Click'}	38	True	Solo
60s7ZetsxmTF3HchnbzAVR	Can't Be Really Gone	("Can't Be Really Gone", 'Tim McGraw')	{'6roFdX1y5BYSbp60OTJWMd': 'Tim McGraw'}	29	False	Solo
3GzVpLKf9FHc5SoxhAVPeS	East Side Rendezvous	('East Side Rendezvous', 'Frost')	{'6vFKxAcVuWQhv5J6CO9dQz': 'A.l.t.', '2xIJg09fPM9z97qcEzF1Do': 'Frost', '2OT8Y69ZmFlwMCmqXNJMih': 'Nino Brown'}	30	True	Collaboration
6qspW4YKycviDFjHBOaqUY	Waterfalls	('Waterfalls', 'TLC')	{'0TImkz4nPqjegtVSMZnMRq': 'TLC'}	71	False	Solo
09s7AzC1vXpkIBS8xphJgP	Come With Me	('Come With Me', 'Shai')	{'72y3ZI95ctkQC2O4mjBaU3': 'Shai'}	34	False	Solo
0XgpiStoxq1IJncYlPrvZ5	Runnin'	("Runnin'", 'The Pharcyde')	{'7yk35uHNQclPXFGFoTU44w': 'The Pharcyde'}	63	True	Solo
3zeyP0JnzXEx3uZLmpOdtP	Brokenhearted	('Brokenhearted', 'Brandy')	{'05oH07COxkXKIMt6mIPRee': 'Brandy'}	36	False	Solo
7bAJZIFbhpBinsMUr4sh7H	Sentimental	('Sentimental', 'Deborah Cox')	{'601893mmW5hl1FBOykWZHG': 'Deborah Cox'}	28	False	Solo
0GzXo2jahyCJbyTEo5fqCB	The Riddler (From "Batman Forever")	('The Riddler (From "Batman Forever")', 'Method Man')	{'4VmEWwd8y9MCLwexFMdpwt': 'Method Man'}	24	True	Solo
1UVRMGAov8ScgiIehsAH7A	Comedown	('Comedown', 'Bush')	{'6MERXsiRbur2oJZFgYRDKz': 'Vitamin String Quartet'}	6	False	Solo
3AoeaZs8dFemFJr3JdzOL0	You Are Not Alone	('You Are Not Alone', 'Michael Jackson')	{'3fMbdgg4jU18AjLCKBhRSm': 'Michael Jackson'}	63	False	Solo
7q5eMziTDjWCiNp45TkyWa	Pretty Girl	('Pretty Girl', 'Jon B')	{'3SRJWVa6lZnqRHOyAHmDrX': 'Jon B.'}	25	False	Solo
3IvcWWehbBcBR4YZxlGM9R	I Like It, I Love It	('I Like It, I Love It', 'Tim McGraw')	{'6roFdX1y5BYSbp60OTJWMd': 'Tim McGraw'}	64	False	Solo
1dF5Y2dd7Wm4wZKvVjWBpr	1st of Tha Month	('1st Of Tha Month', 'Bone Thugs-N-Harmony')	{'5spEJXLwD1sKUdC2bnOHPg': 'Bone Thugs-N-Harmony'}	63	True	Solo
4OnZR9U5JRFGF1Yza9j579	I Can Love You Like That	('I Can Love You Like That', 'All-4-One')	{'1B8ySGDAiXTCvnJNH4HSCG': 'All-4-One'}	62	False	Solo
68XDZSuCJdT8ld3W48F4Fk	Gold	('Gold', 'Prince')	{'5a2EaR3hamoenG9rDuVn8j': 'Prince'}	43	False	Solo
5NjIog0vXS0VBWa5a94vzJ	Friends Of P.	('Friends Of P.', 'The Rentals')	{'3NmdKZUM96z7NGvL35g5PC': 'The Rentals'}	36	False	Solo
6csX1JjmeoLhGqMBXGnZF0	Runaway	('Runaway', 'The Corrs')	{'1VbWUxZTRNY2gw3qZ1tg9W': 'The Corrs'}	59	False	Solo
1JCZW25j2yONeYZhVksSNw	Let Me Be The One	('Let Me Be The One', 'Blessid Union Of Souls')	{'4W4gYpQ2AQq7US2HZS13Qw': 'Blessid Union Of Souls'}	34	False	Solo
4dmh3OPtAhbEybhGoOG9TE	Liquid Swords	('Liquid Swords', 'Genius/GZA')	{'6ns6XAOsw4B0nDUIovAOUO': 'GZA'}	54	True	Solo
6nvixw7XmqBSuYVpgCqvPY	Molly (Sixteen Candles)	('Molly (Sixteen Candles)', 'Sponge')	{'2JXDwIo5HsiwTcTPQytrZ8': 'Sponge'}	36	False	Solo
6JFqUBSzyeBo0G6WFSrzjk	Funny How Time Flies	('Funny How Time Flies', 'Intro')	{'03n0Ll5tJjUxajYOvc0TQm': 'Intro'}	17	False	Solo
0usovqilR2yhLw9zWEaWzk	Last Dayz	('Last Dayz', 'Onyx')	{'10Khz9BDdDT2mzm3330Cvu': 'Onyx'}	43	True	Solo
1QJDgtV8L8jCnpM1RIauAp	'Til You Do Me Right	("'Til You Do Me Right", 'After 7')	{'4UPcJIhr5K5fPsm4itqT7E': 'After 7'}	40	False	Solo
21ppXSj8KOGXWmLu35tKMd	I Wanna B with U	('I Wanna B With U', 'Fun Factory')	{'22p5npx84cXYat7kgGocRZ': 'Fun Factory'}	40	False	Solo
0DTpV2HP75LNhCEkvq1FhV	Can I Touch You...There?	('Can I Touch You...There?', 'Michael Bolton')	{'6YHEMoNPbcheiWS2haGzkn': 'Michael Bolton'}	36	False	Solo
4xcQW5OPYEeoAjnUmYt2PW	Vibin'	("Vibin'", 'Boyz II Men')	{'6O74knDqdv3XaWtkII7Xjp': 'Boyz II Men'}	31	False	Solo
2qPx2QWd7vp8XxgeD9Wn5W	Player's Anthem	("Player's Anthem", 'Junior M.A.F.I.A.')	{'3r0OeTcOw37N9juMYyyw39': 'Junior M.A.F.I.A.'}	42	False	Solo
3nBeTAYJqOOp2pweHRrmhK	West Up!	('West Up!', 'WC & The Maad Circle')	{'3USpNaxpX1iNqNnQWqg9ob': 'Mack 10', '2BNJSSIoivoAWGlyRb6nhq': 'Wc And The Maad Circle', '3Mcii5XWf6E0lrY3Uky4cA': 'Ice Cube'}	31	True	Collaboration
4IYKjN1DrYzxKXt0umJqsG	I Got 5 On It	('I Got 5 On It', 'Luniz')	{'3z3g65U7mmyyBmmDfsQK9x': 'Luniz', '2FT75iYuWmycqYrXbVD9cn': 'Michael Marshall'}	72	False	Collaboration
0lZWjBImx6kNe3WtOA09Xu	Sugar Hill	('Sugar Hill', 'AZ')	{'7HqrSDuI9lHuH1CDismTFg': 'AZ'}	48	True	Solo
4ROA6yF4PcsHGFpEZabiZI	I Hate U	('I Hate U', 'Prince')	{'63mUiSpYZTSGIdZR4c4kkD': 'Déjà Vu'}	1	False	Solo
7Kutf53V4k0CvU4nKu5oK6	Real Hip-Hop	('Real Hip Hop', 'Das EFX')	{'0auu2itHTxEdAMRHvx7CyG': 'Das EFX'}	59	False	Solo
0qr7aS1xeJEgpA4OVHOHcz	Somethin' 4 Da Honeyz	("Somethin' 4 Da Honeyz", 'Montell Jordan')	{'0iVrCROxeyon7MZUW3MfzT': 'Montell Jordan'}	35	False	Solo
0snDRsjNRMJhm7SVja8l6J	MC's Act Like They Don't Know	("MC's Act Like They Don't Know", 'KRS-One')	{'2gINJ8xw86xawPyGvx1bla': 'KRS-One'}	57	True	Solo
0JCAezTC5IlK1a9o0YBEsD	Don't Take It Personal (Just One of Dem Days)	("Don't Take It Personal (Just One Of Dem Days)", 'Monica')	{'6nzxy2wXs6tLgzEtqOkEi2': 'Monica'}	55	False	Solo
0ttHpMs250dpFkCYAnuhnE	Good	('Good', 'Better Than Ezra')	{'4UuoJfJ9UybJft7a8E6UHX': 'Better Than Ezra'}	60	False	Solo
7rt0kEDWRg3pgTZJKuszoE	Brown Sugar	('Brown Sugar', "D'Angelo")	{'336vr2M3Va0FjyvB55lJEd': "D'Angelo"}	56	True	Solo
0KhXVmAN4sqeEgsqRd39f2	You Used to Love Me	('You Used To Love Me', 'Faith Evans')	{'5NDMothbpdpq2xHqSjrrWn': 'Faith Evans'}	55	False	Solo
2O0LMPzFtwIeOsmGx2frkz	Downtown Venus	('Downtown Venus', 'P.M. Dawn')	{'5DgjOwTN6o76J5Gf8MzEoL': 'P.M. Dawn'}	10	False	Solo
623rRTKwGmgjH6sjE9uWLh	Scatman (ski-ba-bop-ba-dop-bop)	('Scatman (Ski-Ba-Bop-Ba-Dop-Bop)', 'Scatman John')	{'4omQQTNN7ILiMsSB2k9eqX': 'Scatman John'}	67	False	Solo
6NGi23FFKq9tH5NR1NcTw2	Let Her Cry	('Let Her Cry', 'Hootie & The Blowfish')	{'08ct2eZF5lUPdJpHwNKWof': 'Hootie & The Blowfish'}	62	False	Solo
1i1H1aogIEHNLtNLxCxQsF	Water Runs Dry	('Water Runs Dry', 'Boyz II Men')	{'6O74knDqdv3XaWtkII7Xjp': 'Boyz II Men'}	51	False	Solo
1PU3Hy2uNXmWGDe9gh4Ukb	Temptations	('Temptations', '2Pac')	{'1ZwdS5xdxEREPySFridCfh': '2Pac'}	55	True	Solo
6g6iuGWVZVvNDylillKqrL	Sittin' On Chrome	("Sittin' On Chrome", 'Masta Ace Incorporated')	{'2tcM9c26zzqpFdijVdVwuB': 'Masta Ace Incorporated'}	30	True	Solo
7a1amh0spWgYZddwimmjoh	Crazy Cool	('Crazy Cool', 'Paula Abdul')	{'4PpmBoqphQusNFsxuVKb6j': 'Paula Abdul'}	21	False	Solo
2gLvsQQ2mA1HeRF30Epg3E	Can't Cry Anymore	("Can't Cry Anymore", 'Sheryl Crow')	{'4TKTii6gnOnUXQHyuo9JaD': 'Sheryl Crow'}	36	False	Solo
43sNw9nvGYGLYnNiwI8oMZ	Freek'n You	("Freek'n You", 'Jodeci')	{'1eNkUXHPaXyuyC8NAgzykK': 'Jodeci'}	59	False	Solo
3scEwKiAkfdPUdZ6k1AEoW	Tonight's The Night	("Tonight's The Night", 'BLACKstreet')	{'2P3cjUru4H3fhSXXNxE9kA': 'Blackstreet', '47PW7jNEh3qCVQWq4rsrmP': 'Tammy Lucas'}	29	False	Collaboration
2Biy0tRkZTGxGH8axDwnqP	The Bomb (These Sounds Fall Into My Mind)	('The Bomb! (These Sounds Fall Into My Mind)', 'The Bucketheads')	{'1yjuFciXmV3NaPCzwwHclC': 'The Bucketheads'}	45	False	Solo
3GgpNSCZrgp8O4al5gwdRu	One Boy, One Girl	('One Boy, One Girl', 'Collin Raye')	{'4AwLiAGc1rRLrCepj5rdTI': 'Collin Raye'}	44	False	Solo
0ZLBD6hHGN9LYOtNlu2n8e	This Ain't A Love Song	("This Ain't A Love Song", 'Bon Jovi')	{'58lV9VcRSjABbAbfWS6skp': 'Bon Jovi'}	57	False	Solo
6Kp8tQd95YPSrSUTkll2Of	Feel Me Flow	('Feel Me Flow', 'Naughty By Nature')	{'4Otx4bRLSfpah5kX8hdgDC': 'Naughty By Nature'}	63	False	Solo
5vfcJoymUx7gz6L6IXJzph	Walk In The Sun	('Walk In The Sun', 'Bruce Hornsby')	{'2iM28IgKg89v1o7BTQAVPo': 'Bruce Hornsby'}	16	False	Solo
6vN3QVLdfFEE1VLlEou2QY	Feels So Good	('Feels So Good', 'Xscape')	{'5z2cHsOmmmWcAPNG1oEhw0': 'Xscape'}	15	False	Solo
0OTWg1CoPxkU923z3FJmck	Somebody's Crying	("Somebody's Crying", 'Chris Isaak')	{'7290H8m1Dwt8G7jm1y9CQx': 'Chris Isaak'}	38	False	Solo
3cEhKEi1L86vFObrip0KDX	The Hearts Filthy Lesson	('The Hearts Filthy Lesson', 'David Bowie')	{'0oSGxfWSnnOXhD2fKuz2Gy': 'David Bowie'}	30	False	Solo
1os9lKQD0M56nlIiXbWpE5	Rock And Roll Is Dead	('Rock And Roll Is Dead', 'Lenny Kravitz')	{'5gznATMVO85ZcLTkE9ULU7': 'Lenny Kravitz'}	42	False	Solo
698R7h4SU5zyNil1iReHAX	I Know	('I Know', 'Dionne Farris')	{'7HO1DbzU86pWWp1vBN7l6k': 'Dionne Farris'}	45	False	Solo
0YwUJOHKYxlm5gVfIkl8Ym	Best Friend	('Best Friend', 'Brandy')	{'05oH07COxkXKIMt6mIPRee': 'Brandy'}	43	False	Solo
3r85aW1GIfYQ6Hk2qUJcus	Hold Me, Thrill Me, Kiss Me, Kill Me	('Hold Me, Thrill Me, Kiss Me, Kill Me', 'U2')	{'3hALQI03Ul63hBropSFt47': 'Bricks'}	1	False	Solo
