artist_id	name	followers	popularity	artist_type	main_genre	genres	image_url
7290H8m1Dwt8G7jm1y9CQx	Chris Isaak	184193	65	singer	mellow gold	['mellow gold']	https://i.scdn.co/image/77557bd787b931e19c19243d495c377cf73b2224
2M3vnW1p5w4uPRkLYTbvdB	Rusted Root	92658	63	band	jam band	['jam band', 'pittsburgh rock']	https://i.scdn.co/image/b5b373320c9227139aeff47df393465a8e579351
2idymNTKUdnTxforkb12Mw	Matthew Sweet	35057	46	singer	alternative country	['alternative country', 'alternative pop', 'alternative rock', 'jangle pop', 'laboratorio', 'pop rock', 'power pop', 'roots rock', 'underground power pop']	https://i.scdn.co/image/3884e4ed2190e3b467b6c75458c1a779ce9900dd
5u9Gwvcam6HULB4DuEGLnf	Perfect Stranger	6834	28	-	indian indie	['indian indie', 'progressive psytrance']	https://i.scdn.co/image/ae06f6d8a0b6a8944aad5a674fe36f64d4eed542
2BTZIqw0ntH9MvilQ3ewNY	Cyndi Lauper	977114	74	singer	dance pop	['dance pop', 'dance rock', 'disco', 'europop', 'mellow gold', 'new wave pop', 'permanent wave', 'pop rock', 'soft rock']	https://i.scdn.co/image/3d63775a2e6398ed8bed1dfaf130874dfedc1cc4
1THO5gJEaoKK9ey0aZbCQE	Jeff Carson	11235	31	-	country	['country']	https://i.scdn.co/image/8e9072707a0264a4fa46975efd6ca22bd12f4415
4cX9ggFy3pBFNyJOoVQCHF	Suga T	578	37	-	g funk	['g funk']	https://i.scdn.co/image/d599e21185f695d363c5f7a45759d1ee105b9243
266SmBZTt4zRzaKEANWbfQ	Adina Howard	171089	50	singer	hip pop	['hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']	https://i.scdn.co/image/69c0a9e211be22825c1b47e85b0cdc8f0e3addfe
4dC1SJh5elSp45qeyfgInn	Tony Thompson	1443	23	-	new jack swing	['new jack swing']	https://i.scdn.co/image/a56b9a8e2b869d2d454a39a0824532aa56790711
3ZN1AGPeivQaGK7lWgec7X	Nuttin' Nyce	5121	20	band	new jack swing	['new jack swing']	https://i.scdn.co/image/65f2febdfeac6de306ffb2d80153fd34ece8506c
2y8Jo9CKhJvtfeKOsYzRdT	Rod Stewart	1529729	76	singer	adult standards	['adult standards', 'mellow gold', 'rock', 'soft rock']	https://i.scdn.co/image/3ca37b557da4d1d62000919ee1cac217894ca7f1
7w0R7VSnfEFNXmgxst5iYg	Yaki-Da	1444	29	band	-	[]	https://i.scdn.co/image/1d2be714307bee41d63d373eb2be45bc5db80b76
2tcM9c26zzqpFdijVdVwuB	Masta Ace Incorporated	16366	40	band	east coast hip hop	['east coast hip hop', 'hardcore hip hop', 'hip hop']	https://i.scdn.co/image/e9999cea5fc08edd1476c4e2f9387c367b846d3e
6IjhOxJSTPh15KgFTSZ68K	Grand Puba	64555	51	band	alternative hip hop	['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'turntablism']	https://i.scdn.co/image/b3ab7d05f1f1e375cb27cacd01f94628f234761a
2cnMpRsOVqtPMfq7YiFE6K	Van Halen	2609756	76	band	album rock	['album rock', 'classic rock', 'hard rock', 'metal', 'rock']	https://i.scdn.co/image/5ce847acc4574532b94e038dd4729a9b9a25bc12
5MspMQqdVbdwP6ax3GXqum	Annie Lennox	620666	67	singer	folk	['folk', 'folk-pop', 'lilith', 'mellow gold', 'new wave pop', 'pop rock', 'singer-songwriter', 'soft rock']	https://i.scdn.co/image/fb1b39783fdc9625bcba0837e7da9882969eaa03
57ALvbCBaCkNlgTOSiUPdT	Aaron Neville	61395	56	-	-	[]	https://i.scdn.co/image/90e0b8ea30e238a1bf6d9852b23bc792870a976c
0yNLKJebCb8Aueb54LYya3	New Order	954766	71	band	alternative rock	['alternative rock', 'art rock', 'dance rock', 'electronic', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'synthpop', 'uk post-punk']	https://i.scdn.co/image/45c02cbba9e991c4edc03f856a92f94bc3984f08
22Zqu1yyebVnbve8FxbJ2g	Rednex	56925	61	band	bubblegum dance	['bubblegum dance', 'eurodance', 'europop', 'hip house']	https://i.scdn.co/image/4f7dc6dc020567ca79347b4cb37a61b0277fcde7
6V7pNWhlJpD0s0bMdB1PU9	Stevie B	98092	53	singer	freestyle	['freestyle']	https://i.scdn.co/image/0248b2936b7ffcfae1a9c72522d351ebbe99aa94
28pS8WVbFstY0o1SrqCf8I	Firehouse	353474	59	-	album rock	['album rock', 'glam metal', 'hard rock', 'rock']	https://i.scdn.co/image/01d5c6fd796babf4ad6374a96f3aeb57d6421919
73ZPfpfg1LBVvDEArK4l5B	Des'ree	114522	59	singer	europop	['europop', 'pop rock']	https://i.scdn.co/image/71d7c4cc5c86963a4d6bacdb6b16aef51be2b365
20ldWECcOHmOWwKwAwvn4y	Gillette	4297	43	-	-	[]	https://i.scdn.co/image/8f7e487074794d0cdd9e41d7f1803c03423afcf7
2UZMlIwnkgAEDBsw1Rejkn	Tom Petty	956969	74	singer	album rock	['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']	https://i.scdn.co/image/a2e448a0e1ee6216126b7a92f405172a7ecf8c59
0rH86pdU6LI1atdBNGXftH	Keith Martin	2717	35	-	pinoy praise	['pinoy praise']	https://i.scdn.co/image/7063a9a52b74257bebf9b1b047301467fac13127
2Cd98zHVdZeOCisc6Gi2sB	Technotronic	111741	60	band	eurodance	['eurodance', 'europop', 'hip house', 'new beat']	https://i.scdn.co/image/928c2ce50b4e21ade812d62325049fac368f17f8
6yav7YvxQmmD408mOoncXh	Ya Kid K	461	32	band	-	[]	https://i.scdn.co/image/d4d3b863e05275dcfff74e4aa41ae57abd8dc4f6
4L1danWWAgSc0b7nBgY9CB	Juliana Hatfield	20491	35	band	alternative pop	['alternative pop', 'alternative rock', 'boston rock', 'folk-pop', 'jangle pop', 'lilith', 'permanent wave', 'power pop']	https://i.scdn.co/image/e1c3e813a92d605e14be25a88d887d217316abc8
2TPyCsRoh2tjeZLTQ2ojlj	John Waite	98250	59	-	album rock	['album rock', 'mellow gold', 'new wave pop', 'soft rock']	https://i.scdn.co/image/bc3a280c958c4509f73b0c3809b1ed7543a5ef49
26T6b8maqEVltcmE4kSDUl	Corona	80276	63	-	bubblegum dance	['bubblegum dance', 'diva house', 'eurodance', 'europop', 'hip house']	https://i.scdn.co/image/dbaa43f06e6b8366e50940f0ccc63cba7e00e667
16eRpMNXSQ15wuJoeqguaB	The Flaming Lips	461903	64	band	alternative rock	['alternative rock', 'art rock', 'experimental rock', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'noise pop', 'ok indie', 'okc indie', 'pop rock', 'psychedelic rock', 'rock']	https://i.scdn.co/image/73f86328920c0c31b1bd483fe0d0f7d1cb1c404a
7ypgj95aGInvJMJbMv78wB	Jade	16621	49	-	girl group	['girl group', 'neurofunk', 'new jack swing']	https://i.scdn.co/image/db33a3a451787e48418b48a9ee4547b58fc59a69
5qik0lR9qY7eQPYAK4OUTo	Channel Live	19516	34	band	deep east coast hip hop	['deep east coast hip hop', 'hardcore hip hop', 'hip hop']	https://i.scdn.co/image/36b473514e4dd6b835cd6a77cc884e47b11edabf
19KwjzvIL92r29IINtlPNP	Scarface	412088	62	rapper	conscious hip hop	['conscious hip hop', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']	https://i.scdn.co/image/4318d70853d5b6dd5a9db7360a0480b914b72fd0
75L9s8KVrhCNtBUkZFnDFW	Vanessa Williams	175591	56	singer	quiet storm	['quiet storm', 'urban contemporary']	https://i.scdn.co/image/458af73774ab8a6411df7df25829c6bd345152fc
6hN9F0iuULZYWXppob22Aj	Simple Minds	827760	71	band	art rock	['art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'scottish new wave', 'soft rock', 'synthpop']	https://i.scdn.co/image/69a194090f15c5f91817ae0b7cc382965a4e4510
0WbeGaye1H1KUdYWzYlTmk	Dru Down	68923	45	rapper	g funk	['g funk', 'gangster rap', 'hyphy', 'west coast rap', 'west coast trap']	https://i.scdn.co/image/6fcbacb13d986f6d7f0afabc1d8df4feec8a0ee9
0cnbaGjcH77bWAV1MgVSJh	Nine	3237	30	-	hardcore hip hop	['hardcore hip hop']	https://i.scdn.co/image/22892b0522aabed89ed1cd20d39e3d1bc7cd9b84
4wuHLh6AEK7selBuj38cRz	Andru Donalds	7162	41	-	reggae fusion	['reggae fusion']	https://i.scdn.co/image/edef9217bf1af2b397c0b5e73a53b3b388b5656a
0OarfYzJPCi3lAVZ4nhTTd	20 Fingers	4762	44	DJ	eurodance	['eurodance', 'hip house']	https://i.scdn.co/image/a39f6b4f8e9e330bef478ab0e181ebaa4089e641
7qeBsFLeNEuzrDhDMbnDwF	69 Boyz	46794	44	band	miami bass	['miami bass']	https://i.scdn.co/image/e753f0070391069696f9fd06ef1b6a26aa459656
465foFen0puVay6xVUsFwE	Miss Jones	545	35	-	-	[]	https://i.scdn.co/image/6ac7a87c8ce2bc6bc026489d02c567ce7967223b
5lJBrQQ88JjskJmJeVKX4F	Karyn White	160996	48	singer	minneapolis sound	['minneapolis sound', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']	https://i.scdn.co/image/27e1a471528719c975e37661762a0cc23965c99b
0GByy3DcfbQwDvXGCWmzv9	Pretenders	559506	68	band	album rock	['album rock', 'art rock', 'classic rock', 'dance rock', 'folk', 'folk rock', 'folk-pop', 'lilith', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'roots rock', 'soft rock']	https://i.scdn.co/image/b65e8ef3f06ef30e130cbc4532e4b9d8fd024704
7iWYCIyfxwVyVae6u7qJaO	Bob Clearmountain	497	60	-	-	[]	-
6u17YlWtW4oqFF5Hn9UU79	Harry Connick, Jr.	242324	57	singer	adult standards	['adult standards', 'lounge', 'vocal jazz']	https://i.scdn.co/image/0c58efaf0e065f453b552e69299c406ea1bb4f76
48elQHSJ3DmffHQpf89jxX	Group Home	45963	49	-	alternative hip hop	['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']	https://i.scdn.co/image/036f67c9cc67d4a3b1d7c47129523e1a5c72e608
3UpIbyXfGzmHG6TMH4dJEk	Aimee Mann	125782	54	singer	folk	['folk', 'folk-pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter']	https://i.scdn.co/image/f01d75970ed8e895c0fc26dc1ab42a569567ba6f
6mcrZQmgzFGRWf7C0SObou	Frankie Valli & The Four Seasons	291662	68	band	adult standards	['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'motown', 'northern soul', 'rock-and-roll', 'rockabilly']	https://i.scdn.co/image/a3681184cf82ac5fe600f3ecda02bd7b3e14ab33
4j7EVY3kuDwLPfD2jfC7LC	Toad The Wet Sprocket	151463	56	band	alternative rock	['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']	https://i.scdn.co/image/fce2d1d8df70ee5482270226d72235e650121d7f
5VfqJBmXcf6ZqXoGij5qTE	Tevin Campbell	415843	58	singer	dance pop	['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']	https://i.scdn.co/image/792065c4bfd917ebff2e4dfc652aea93b17fef5b
2oeEffQL602t5EapJRTdxS	Lucas	874	27	-	-	[]	https://i.scdn.co/image/39d8bcf126b0162d82a3ca6ccf43f6460a474366
67RWyN1fDOu7WuSTIi5hE7	Shaquille O'Neal	16052	49	rapper	new jersey rap	['new jersey rap']	https://i.scdn.co/image/b439a694c5bcb2b59ee4c84bd28328fc6d2e2d83
4akj4uteQQrrGxhX9Rjuyf	Craig Mack	102159	56	rapper	gangster rap	['gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'rap']	https://i.scdn.co/image/55677fd1c4df9a259858b77fa89fc785cb007f2f
3R6c2tWDBeYB1GncjLMn9n	Candlebox	414118	59	band	alternative metal	['alternative metal', 'alternative rock', 'grunge', 'nu metal', 'pop rock', 'post-grunge', 'rock']	https://i.scdn.co/image/d017775d0d78c93083e6f29248acdc243efc68b0
37w38cCSGgKLdayTRjna4W	Mazzy Star	330089	64	band	alternative rock	['alternative rock', 'dream pop', 'melancholia', 'slow core']	https://i.scdn.co/image/d14e353d562d68036916c64a13912772cf7df91c
7A9yZMTrFZcgEWAX2kBfK6	Huey Lewis & The News	624304	68	band	album rock	['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']	https://i.scdn.co/image/5e6a5f0ea60ffb1737da92571f7413d826f7b884
4cORFIWQylRGyJX9lYnqk9	The Tractors	22226	40	band	country	['country']	https://i.scdn.co/image/e96544e3f4cd7e3c821bfb0a74e6e3e4eb76df02
2VrP5BkyzDhY43dWMlaYjD	Joshua Kadison	14539	47	singer	-	[]	https://i.scdn.co/image/3f8f44cd6bc70b2808d5b72e907c5dcd04d515af
7wqtxqI3eo7Gn1P7SpP6cQ	Salt-N-Pepa	377396	65	band	girl group	['girl group', 'hip hop', 'hip house', 'hip pop', 'old school hip hop', 'rap']	https://i.scdn.co/image/6ff07d51815e67b11f8c2e4a4bebc2b6b3bbe7eb
7krx6UBDKLwE0q3s3fesqF	C & C Music Factory	93504	57	band	diva house	['diva house', 'eurodance', 'hip house']	https://i.scdn.co/image/b255eba0cea076c5f18460b7fcfb5e1488aeea70
23Ul4QNOkm2gasKycag0UK	O.G.L.B.	142	52	-	-	[]	-
6kL8ioxe4mWK945hvcHLkS	Yo-Yo	7409	31	-	-	[]	https://i.scdn.co/image/daa065a93551345d1890c1b86bfd554e2a8879fc
2u0gw0uCWBMiqV7h0N8kai	Wet Wet Wet	201220	59	band	boy band	['boy band', 'dance rock', 'europop', 'new romantic', 'new wave pop', 'soft rock']	https://i.scdn.co/image/fcf1448cb53ada22e4567482d713505eb35eb664
5UoVLCWzOKMIJ9iioof9OD	CeCe Peniston	46547	55	singer	diva house	['diva house', 'hip house', 'vocal house']	https://i.scdn.co/image/778ec3c5b300323b6d35d3976a839f36d9b07f01
4KHdmkq99PXA6QEJ2lKpA3	Heavy D & The Boyz	189345	53	band	east coast hip hop	['east coast hip hop', 'electro', 'funk', 'hardcore hip hop', 'hip hop', 'hip house', 'hip pop', 'new jack swing', 'old school hip hop', 'quiet storm', 'r&b', 'rap', 'urban contemporary']	https://i.scdn.co/image/d0c6524b8b3632b7eab363ba22f24b6276f1a3cb
1GAJzApRTMmYZ9EjQ91VOy	The Tokens	17680	56	band	doo-wop	['doo-wop', 'sunshine pop']	https://i.scdn.co/image/2268bb6d9a5a41450a106835b81584d26f4bc89c
5xQKoGD7Ql92fWd1uWwKkf	Steve Perry	243179	56	-	album rock	['album rock', 'mellow gold', 'soft rock', 'yacht rock']	https://i.scdn.co/image/0cc6d55b55b93f03afaf5a71938f50c030ceed20
77zlytAFjPFjUKda8TNIDY	Youssou N'Dour	76371	56	singer	afropop	['afropop', 'mande pop', 'mbalax', 'world']	https://i.scdn.co/image/a75eb5ffcccfc0e4e15cb7caf4d55f52b12631fd
3JxCEqL9zjKnDJgUhRuRJD	Neneh Cherry	80480	57	band	new wave pop	['new wave pop', 'urban contemporary']	https://i.scdn.co/image/1e46b06f6a77b7b8f334f89b9c50bc48f46745cd
5CxwOBCoGSvWxfDgNoa1Nv	The Lady Of Rage	11411	43	singer	g funk	['g funk', 'gangster rap']	https://i.scdn.co/image/150c178ec9f4f20d342b9e9559df545b287e323a
0rlS0SzVFk8BoiAW0fGBbN	Salaam Remi	11596	67	-	hip hop	['hip hop']	https://i.scdn.co/image/df7a63c573a60019bfc5b2965f8b45ede0edb5c3
0ty0xha1dbprYIUAQufkFn	Patti LaBelle	430284	57	singer	disco	['disco', 'funk', 'motown', 'neo soul', 'new jack swing', 'philly soul', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']	https://i.scdn.co/image/bb92c0e115364293eb7b2a76d39e89fa0b9e5eb9
7MhMgCo0Bl0Kukl93PZbYS	Blur	1503510	72	band	alternative rock	['alternative rock', 'britpop', 'dance rock', 'electronic', 'garage rock', 'indie rock', 'madchester', 'modern rock', 'new wave', 'permanent wave', 'pop rock', 'rock']	https://i.scdn.co/image/b3fa1dd751944a695df05624d4449d2862dc8fba
0AQ0DbTqClXfpl2lKHKzmV	EPMD Presents Parish PMD Smith	673	16	-	-	[]	https://i.scdn.co/image/88f64caec12dff3e7988e165d4a0ef1963d3c417
2PSiyldxmJze7xiqbz658m	Spin Doctors	273441	63	band	alternative rock	['alternative rock', 'pop rock', 'post-grunge', 'rock']	https://i.scdn.co/image/4e33ffca0438525c68d114f71690de6fca49a110
0Jeckitay8SbvKwqAzWuYH	Big Mountain	57231	61	-	reggae	['reggae']	https://i.scdn.co/image/594e3685741b2d18f7f73984affdbc99f7ff398c
32ckuKo8LrZhQMyCehYKkt	Tom Lord-Alge	445	60	-	-	[]	https://i.scdn.co/image/da38b6f4f79745c0083d0db3bebab6fb2258d745
1YEGETLT2p8k97LIo3deHL	Crash Test Dummies	139605	58	band	canadian rock	['canadian rock', 'pop rock']	https://i.scdn.co/image/f1210ab39e478b28f71853f925940120227261f2
3lcbKPLl0ci2mKRdcP5Etf	M People	112020	57	band	dance pop	['dance pop', 'dance rock', 'disco', 'diva house', 'europop', 'hip house', 'new romantic', 'new wave pop', 'vocal house']	https://i.scdn.co/image/43e27014859699e9f0ac92d14526c807fc16932a
2SHhfs4BiDxGQ3oxqf0UHY	Roxette	821549	74	band	europop	['europop', 'new wave pop', 'pop rock', 'soft rock', 'swedish pop']	https://i.scdn.co/image/5679e8b8d7d28777dfa7f3e78e001a896d4cdc52
7crPfGd2k81ekOoSqQKWWz	Stevie Nicks	503196	68	singer	album rock	['album rock', 'heartland rock', 'mellow gold', 'rock']	https://i.scdn.co/image/de290cc5eb07bc3b2921008725d70d9d1573246c
3vIFTM70CYTYr122vTVpzx	Special Ed	64242	46	-	electro	['electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip house', 'old school hip hop', 'rap']	https://i.scdn.co/image/340fc68581cfad244df046a96add4989f5a408d0
2ZhH7S3zJIy2cTb8rFPJEz	Master Ace	1676	42	-	-	[]	-
4FjR5GmNXYr2RKHVOXTP7e	Crooklyn Dodgers	2286	43	band	-	[]	-
6ijixrIqFhfUjpfNLzniAT	Buck Shot	196	42	-	-	[]	https://i.scdn.co/image/d5f2b2598e0d282a01abfce301e42c18dc39975c
2qgHV12WsnwzHZGUB9nd9U	Frente!	14013	44	-	australian alternative rock	['australian alternative rock']	https://i.scdn.co/image/1999de3446b11ac2c0353cf4c658771de786feb0
0k17h0D3J5VfsdmQ1iZtE9	Pink Floyd	10088322	84	band	album rock	['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']	https://i.scdn.co/image/e69f71e2be4b67b82af90fb8e9d805715e0684fa
4KDyYWR7IpxZ7xrdYbKrqY	Bonnie Raitt	299617	62	singer	electric blues	['electric blues', 'folk', 'folk rock', 'folk-pop', 'lilith', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']	https://i.scdn.co/image/86f7a3859360cae9e8ade2948ea248a328c91536
3s1xcekYgnSkBm8QK1uBYD	The Click	54106	40	band	gangster rap	['gangster rap', 'hyphy']	https://i.scdn.co/image/ab674cafa7e2100f24d704b8d5c7e02efb70ba8c
6nltEpEZtqZD1v4YJLlaZI	B-Legit	84337	55	rapper	cali rap	['cali rap', 'g funk', 'gangster rap', 'hyphy', 'west coast rap', 'west coast trap']	https://i.scdn.co/image/88be6d698151bfc3ea8a1013149a1c8517ea7cc6
09MQBKHQESWzA2FuEUD3WL	D-Shott	51	30	-	-	[]	-
2EpVYXcMdxyQEMMaBuDynU	Suga-T	197	31	-	-	[]	https://i.scdn.co/image/8d8a29fa8f99a56fda45cb604e5addf058c394a3
6kXp61QMZFPcKMcRPqoiVj	Gin Blossoms	303674	60	band	alternative rock	['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge', 'rock']	https://i.scdn.co/image/376fb2c94b443d9f2df1b5ad6339f1d5c28b06ff
120cCFsKuYyGeIQaOMs0DV	The Conscious Daughters	5782	34	duo	g funk	['g funk', 'west coast rap']	https://i.scdn.co/image/9874e9c93936c9c48bd1571c6ebdd3892b1f20a3
2yN6bq26wynQcRuPkBYTDb	Black Moon	93430	49	-	alternative hip hop	['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'turntablism']	https://i.scdn.co/image/72e55ffac50a3ebbe62e5b43e6a6e20bd327df7f
3iTsJGG39nMg9YiolUgLMQ	Morrissey	605941	65	singer	alternative rock	['alternative rock', 'dance rock', 'madchester', 'new wave', 'permanent wave', 'rock']	https://i.scdn.co/image/cdbc12a6b10dbab32ed73d4979183e95f46ebeb2
2p0Hf0MF8Nw8lwAXokczf0	Smif-N-Wessun	92307	57	duo	alternative hip hop	['alternative hip hop', 'boom bap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'turntablism']	https://i.scdn.co/image/8865dfec4bd7a325e3e1dcf63ebb1ca234539931
34EP7KEpOjXcM2TCat1ISk	Wu-Tang Clan	1400483	72	band	east coast hip hop	['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']	https://i.scdn.co/image/c4014e4323f08d1a32d63c69f15230ad69a8099d
5Jz9kKRnCRLTodCH58MyB4	Daz Dillinger	109980	63	rapper	g funk	['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap', 'west coast trap']	https://i.scdn.co/image/45add53cd9603bb23396e47b84fd380d0b9b4f6c
2029eJThczywCgnjE33s33	2 In A Room	1357	28	band	hip house	['hip house', 'vogue']	https://i.scdn.co/image/f7ab4aeea5ba2a921a5b776d7b0514ad004a62cf
5A8UenAZRv51yZVv13nFQo	Gerard Presencer	532	43	-	jazz trumpet	['jazz trumpet']	https://i.scdn.co/image/e4e6d4f5d69b78c09207aced67d1a1e86fe56fd1
2cNCyL3WSlAatld5duatyD	Rahsaan	138	43	-	-	[]	https://i.scdn.co/image/974e9c159190f26ca11359b843d2d263eb4b5f55
4LtIfuFeAamus9OOItuWDD	Us3	36336	48	band	acid jazz	['acid jazz', 'jazz rap', 'nu jazz']	https://i.scdn.co/image/64853c1f8cabccdbf8be496ac0f83167a9a55993
0MBIKH9DjtBkv8O3nS6szj	10,000 Maniacs	160578	55	band	dance rock	['dance rock', 'folk', 'folk-pop', 'lilith', 'new wave pop', 'pop rock', 'singer-songwriter']	https://i.scdn.co/image/0ef8206509549f21423bb86c7fc492080b351edf
6mLXvSt7Xxy2r9uBba1O6Z	Dawn Penn	25528	53	singer	rock steady	['rock steady']	https://i.scdn.co/image/5273bf8ef22f21cfbfb80f2f46d1a3fb9df28c47
6zFYqv1mOsgBRQbae3JJ9e	Billy Joel	1980801	80	singer	album rock	['album rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']	https://i.scdn.co/image/0488b8c02bc9249ddf858e359dee66f206b1eb4f
09hVIj6vWgoCDtT03h8ZCa	A Tribe Called Quest	1024356	71	band	alternative hip hop	['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'pop rap', 'rap']	https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706
0qLNsNKm8bQcMoRFkR8Hmh	James	273744	64	-	britpop	['britpop', 'dance rock', 'madchester', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock']	https://i.scdn.co/image/bd196a08ccb7488998a5fcad0b53e98b2a1a1b5a
34jw2BbxjoYalTp8cJFCPv	Heart	1044515	71	band	album rock	['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']	https://i.scdn.co/image/1c145626e516a6817c43e7eab2b1cc3a5a9562a8
7vWlb4pM85jCHvV771qZZW	Tony! Toni! Toné!	466310	61	band	dance pop	['dance pop', 'funk', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'southern hip hop', 'urban contemporary']	https://i.scdn.co/image/0052c043eab388b7bcecdc5e9ef859c1dfe0f148
2wRVhO48aSB879bPORFbpf	Sagat	545	18	-	-	[]	https://i.scdn.co/image/20c27580d73089649cbddf4ae5d09f9c303d8a44
1xgFexIwrf2QjbU0buCNnp	The Breeders	201473	57	band	alternative pop	['alternative pop', 'alternative rock', 'boston rock', 'dance rock', 'dream pop', 'garage rock', 'indie rock', 'lilith', 'lo-fi', 'new wave', 'noise pop', 'post-punk', 'rock']	https://i.scdn.co/image/17fdb7c9e858e3924a95489722f92f96cfe41377
4gb4ee88neWEFBPUWyjbOK	Wycked	36	26	band	-	[]	-
4pAYkltTzVhqBZuDekCHa3	Deep Forest	77205	49	band	healing	['healing', 'new age']	https://i.scdn.co/image/5d9097cb2a7cba11606b810de050ac953ccf58c9
5m7wCUhYhBh7A3A3YMxrbt	Queen Latifah	80693	60	singer	conscious hip hop	['conscious hip hop', 'east coast hip hop', 'hip hop', 'hip pop', 'hollywood', 'new jersey rap']	https://i.scdn.co/image/8f0b1267ee4a84e260991c25d136ed4be13a8cbe
3NfJ6VPVz0lf3jWy5F1N7g	Tag Team	17008	48	-	miami bass	['miami bass']	https://i.scdn.co/image/c3e5e99ca4afead14f53f5360c2079b66946b449
7t0rwkOPGlDPEhaOcVtOt9	The Cranberries	1714454	76	band	irish rock	['irish rock', 'pop rock', 'rock']	https://i.scdn.co/image/143c01f407ed64a4b3bcbc92d24c05ef80981251
5CCf77sKGlTdfIiIDaVScj	Little Texas	208143	52	band	contemporary country	['contemporary country', 'country', 'country gospel', 'country road', 'country rock']	https://i.scdn.co/image/661bb837302b9e64d051c38f42f773000309895f
4vjGlQWexbru6aOUCLTVir	Kiki Dee	7454	68	singer	classic uk pop	['classic uk pop']	https://i.scdn.co/image/5dfb63d886315b67545b17cf4216908b714b092f
5OfhOoKunSnuubxxRML8J3	Mr. Big	258837	63	band	album rock	['album rock', 'glam metal', 'hard rock', 'rock']	https://i.scdn.co/image/ac0ab5526826d20fa8430d4d4029a16be839b863
0BZ3BHzfYwpd3k5TDnvAz8	Culture Beat	65319	60	singer	bubblegum dance	['bubblegum dance', 'eurodance', 'europop', 'german techno', 'hip house']	https://i.scdn.co/image/6c1a4a85b3030b699a785b0744dccdb7ab0444b4
396Kh0m4wGUvcMUULw71yi	Zapp	238423	57	band	funk	['funk', 'gangster rap', 'hip hop', 'motown', 'new jack swing', 'p funk', 'popping', 'post-disco', 'quiet storm', 'soul']	https://i.scdn.co/image/9fd0fb3eee2a28e8bad4bde16cb744db2ea25d78
3GMoVpWJy4smKuxFuFTwXC	Roger	56799	61	-	funk	['funk', 'post-disco']	https://i.scdn.co/image/2b05e39a5c645fbbe2e7a73de886ac8b08d74e73
0uZRjholJ0fVC2J9EvnYnj	Meshell Ndegeocello	90919	49	singer	funk	['funk', 'neo soul']	https://i.scdn.co/image/924306f09cfa5a4ca4a3357eda9b79b329d46588
23haIv2PI4w3c3qX3Nx2A2	Def Jef	4370	34	rapper	-	[]	https://i.scdn.co/image/5aee2aad7344068972a169dfd29202b284e36c27
