artist_id	album_id	release_date	release_date_precision
2b3drQxjyrPpJEef3mNGwc	0Fh4yRvaNNHWo3tbswjKIE	2010-04-02	day
4CYeVo5iZbtYGBN4Isc3n6	1QJmLRcuIMMjZ49elafR3K	1983	year
2Q1FIPavG8WZF33kqIP3sy	2tIhy6JISOxSXcq1gc6GR1	2010-05-18	day
7qxIst7kJUeN5Ie6I2wlKn	2H8HlIHrmC0bc48mySgLn9	2010-05-10	day
6pRi6EIPXz4QJEOEsBaA0m	4cCT11g6AEsDrDkyAome9f	2004-01-01	day
58lV9VcRSjABbAbfWS6skp	1MHQ9rzCilqmHfpWIAaPLi	2009-01-01	day
0YQBN02bmZvwGNrrWsg2sT	7aynJ5j0PC18jot7h2rvuk	2010-05-04	day
5Yu3b48Y29bZlI1cLPOZJz	1QBedSo6cA1zfC2FPG1n6I	out/20	year
4VMYDCV2IEDYJArk749S6m	3g09ln1DeyjtPhlITh8DzT	2010-04-27	day
4IliztYDlfMvzQzbx50o60	1zRqUHW8OiYDVAJtJ1OdKg	2009-01-01	day
5z2pNh5Q7EUb7JrE81ofhW	1JWoBaJ43eZp1Ud1DTHZjg	2015-04-01	day
2yAjgPqGeURdgCHPzuDeYi	6vL8HBlz89YtIfA8CDOgIy	2010-05-11	day
319rafipfKvd4cqaOwWIvA	2Pazi5BYfxV9Xh3pzvi0HQ	out/20	year
1j8TDdYLCKek0gbvsRJFVu	7s9JicdNRv9d0IIDg2SCfC	2011-04-28	day
2tRsMl4eGxwoNabM08Dm4I	5bqtZRbUZUxUps8mrO9tGY	1980	year
2E78kTKamtXgdRkK1jrc0f	3UfFzRYFk2eLmDVMm0gB3n	2010-05-11	day
5SHQUMAmEK5KmuSb0aDvsn	6CPTpZDEmNcnDjyysxuEbW	2010-01-01	day
73JEBdDEFeVaOLg3y0HhBD	67EBjRRCfKTDI0ijGuugys	2010-03-01	day
4P0dddbxPil35MNN9G2MEX	426j4dLXzZygBoi0rAzE0a	2010-04-20	day
4O2YL4ygn6eTBC0w1hyWUM	3Qwn4i9QV2uXfPiBQNnT3z	2009-01-01	day
2OpHxx1SArSMlBrIMM0aV9	3zVwLt0zWbr8hcFKWnXPSr	2010-05-11	day
29XOeO6KIWxGthejQqn793	5c7XChrHxYaqykCZLaGM5f	2010-05-03	day
1E4r4z7ivGUcSAnCbINJ9v	089oyV5caclve3ap934iRw	2001-01-01	day
1n02UdnML6G4wR162YsSRi	2FZvvk2PKLy5CX0MXLZdis	2010-01-01	day
6YHEMoNPbcheiWS2haGzkn	5lwiM6Y9TdBUMBJFZC1t70	2009-01-01	day
5UloVKzUNJcjORzhhTWWiJ	61NSlovt1RWahDQV7w1k7p	2015-08-01	day
6BdSOHfQ6kMg0tbAFlXR1z	2GL6wG0EApYlaQMxW8XH27	set/20	year
6u17YlWtW4oqFF5Hn9UU79	74MmrgGXDvEZepbjCDCi8r	2009-09-21	day
4IMAo2UQchVFyPH24PAjUs	6JUteqYW61MphFHmJe5AAU	2010-01-01	day
2Kx7MNY7cI1ENniW7vT30N	0U7AFwPDmrvgthIFj7DQWq	2009-11-17	day
6qXwLwTLdA44HYsA26vaNU	6IQxEwIABLLej0bEYdrB0V	1996-07-15	day
11FY888Qctoy6YueCpFkXT	6ReqSnPxGCkrH62o88YGcz	2018-08-10	day
2b6REyd5UBBp4ZPDhZ2TNB	0u3BTBrgspvPEWGCtSxEW2	2011-02-11	day
5wpEBloInversG3zp3CVAk	0GOyWcbeMSqnvMfCD1wQzt	2008-01-01	day
28AyklUmMECPwdfo8NEsV0	1NHOHn5kM3IXzyU8j4wGE1	2009-12-08	day
2ptmyXoL7poH6Zq62h1QT9	7LmhShcQUdQf0vbfa6VUPn	2006-01-01	day
59NO6KX7wQCG7jGdtH1NtL	0mnSA6vwMV26v6GWIrRM7Q	2010-02-26	day
1qto4hHid1P71emI6Fd8xi	57tmzh0hsnWU8znnvEWJbe	2009-06-09	day
64tNsm6TnZe2zpcMVMOoHL	2vkLky2qG0rziUk0eOsIZ9	2009-01-01	day
6lv3DKGOLy7HkRUmt6DiEd	7daxYuJGiGVZGRISirHtmu	2010-02-02	day
7AH2bTtNIOYu24O3NuFxhG	0SqPg8UgqwOAvt2xDSx1Iv	2010-01-01	day
3O5v1qkExBx2B6i9WTWhOE	3SdgtzdwzC3aowr7hMfYHb	2009-01-01	day
6e8OTLDQpaz1Tl2GEaxsNj	0dpyKYwLMyjXGYlreUP49a	jul/20	year
1w5Kfo2jwwIPruYS2UWh56	4DCwNXpnKEBYbls0T4LQzN	2009-09-19	day
6kACVPfCOnqzgfEF5ryl0x	5PhCQ5zV8DEsMBnyiZbwKd	2010-01-01	day
2Mf99N2VcDEcVuocyBLhyC	4NGp3qZREnigsFHj78ZZ9E	2010-01-01	day
3tufWJzpCiAGleBt5TkmTn	6JyWOtu120mtrWNXcR2KdB	2010-01-01	day
4q7PS6zi0CyrEo23orQCkW	5W4GScFSyqp7l3g5QjapjW	2016-03-11	day
0jx4hPtb5enLdBDdHKuSgf	0r9EJkrbszJ066VoVlEb39	2015-11-20	day
28AyklUmMECPwdfo8NEsV0	4lotEIzou9mWRk5kdwz76q	1999-11-09	day
3qbnxnvUqR14MJ9g8QwZJK	6TZsVZ5N3qSPTdompEEpSb	2010-04-26	day
6TQj5BFPooTa08A7pk8AQ1	1O23sy8Wad5DqsBuvNqsIl	out/20	year
5DSsAuloCxygggS0sDIuuY	1YlUiFkwWQlRPtTOWTCIfY	2013-06-30	day
5vBKu1igxFo6g1sHADkIdg	3jihHgHiUNXEjboel1TgaX	2010-01-01	day
7oPftvlwr6VrsViSDV7fJY	1wO2srr9om17YtEvouoBue	2010-04-20	day
6tbjWDEIzxoDsBA1FuhfPW	1uiHQYyeEZ9rhKwyw4lc9b	2010-03-30	day
0543y7yrvny4KymoaneT4W	4lHXPkCxIZu3S1jkmyDnpQ	2010-04-27	day
71h7GTahhKcSkQ1ayhTvOD	4AfLkc5or1PPiT8z4Pas40	2010-01-01	day
28AyklUmMECPwdfo8NEsV0	2NXJVffjFFrlAKHQtoUXmg	2004-07-13	day
1By9QBFnjZAoI83BZppHlt	3H119N8NtcjSUxOhimk2FQ	2008-01-01	day
0EmeFodog0BfCgMzAIvKQp	5u0OuxRnf3FzvZR07xAxL2	set/20	year
3CIRif6ZAedT7kZSPvj2A4	5FHgJlXkHfMP4vwK0hDN0i	2008-03-18	day
4zYQWYmtimAEmI6WWEzGfO	0Z6IBizcq7DLXpenjSHqF3	2009-11-17	day
6urzdpGY5yUimWZsgJUoTb	0Aqzdxjw5IuTpqB7EpZQx4	out/20	year
0IdYRFTswLdsGwSnzOaGNF	0zucVZLdGmH0opcSZ6aE4q	out/20	year
4aEnNH9PuU1HF3TsZTru54	3gkW0gOyovtdcscDX6WZ6O	2010-04-20	day
4TMHGUX5WI7OOm53PqSDAT	1ILNO0v1Natm87x5UPedHh	2010-04-16	day
2PfBzriIMRsCXPDtSy9vg8	3RyjUgW3a04WKFocOSaS0i	2010-01-01	day
0OMJR0LjjKv21qNvICTgbi	6caf2vWD5wJNk9S7kSGCC4	2010-04-20	day
3xx17YXYvPl9PBx6Jzalk4	7hycZCsnad0oPcaDmhpMUf	2010-05-13	day
6d24kC5fxHFOSEAmjQPPhc	1seeMmdvQUplCh1cTRbWJx	2019-04-05	day
0s9MrSopEoAn8JqwBipgdO	0dwYCtsLZ3OpffjgaxhUgb	2010-04-20	day
3crnzLy8R4lVwaigKEOz7V	5MUMGMxRUPHQQHWDaIVed2	2010-03-30	day
3crnzLy8R4lVwaigKEOz7V	0b98TTaMc3iN6qJoU39XI3	2010-03-30	day
0bZCak2tcRMY1dzEIuwF42	0sKcuounq52lm9hmFwEZN5	2009-10-05	day
29PfPMTOAqc611mj1siNoH	75yizQrpohcl0yJbvhLivb	2010-01-01	day
0yNy8fi1yBBq526E6mx4Zs	4ps9d2RTyOhEOjRBwHhFYH	2009-01-01	day
4mLJ3XfOM5FPjSAWdQ2Jk7	16XswZ18xhMs8qUTN51mRl	2010-11-02	day
7B6TQqMQNF8DWq7XoAr4kf	02Jahi5JyeAycCsYMM7b0J	2010-04-13	day
1uquUYtkdKei0zuhBY9P0t	6BuCzq6oamfsX8nuxvRUUZ	2010-01-01	day
4y6J8jwRAwO4dssiSmN91R	1AHCfBYnR21AKH43Kbv6AI	2009-07-28	day
6fBF4MULW5yMzyGaon1kUt	523dGJIK9WHqavNNZBv57s	2010-03-26	day
41btkKEfOGIHsd7WNahMCi	2ZWA7Os6UzInZOC9SJx0uz	2003-09-23	day
0LyfQWJT6nXafLPZqxe9Of	1PfdvOJxR9tks6oeKLEOuw	2008-03-28	day
2DP3fuRkm9Tm6iIPqrKrfg	7MoFuRstEhBa2chnvrTlNr	2011-02-11	day
5qRXoCC1CDTMTli9gplUvk	4dhCjrqhvcGuIAcP2JIVaR	2010-04-12	day
4xtWjIlVuZwTCeqVAsgEXy	3tgTuhdTPvaka7LUU4gzdb	2010-04-01	day
1Ffb6ejR6Fe5IamqA5oRUF	6bdSj3D5soQXZqlxSn5ZQr	2008-09-29	day
0dEvJpkqhrcn64d3oI8v79	2ODxRcO91D32QL3OwQwUUC	2010-01-01	day
76dDIM8amCY58U3uvr1Rw1	5xQwKz9YcbtCDGiS0xs4dB	2010-01-01	day
27T030eWyCQRmDyuvr1kxY	3n2WzsBMJtfoV1kYIQZOLj	2010-03-19	day
2BpAc5eK7Rz5GAwSp9UYXa	2W2Na2SJuf7jqvjNuSjh5J	2010-04-13	day
4s407eN0H9FQyRMc1n3Spx	5dI6mLPZpx7tVJ5ggOchZQ	2010-04-13	day
6lTux7kxPz3oahwoxtWxO9	78JwlqX2qAedtJN11U5qkW	2014-04-22	day
4JqzwqRUOCEHeIVRDWG5Jv	6gMvKqotISxxM4sVBtaECR	2018-12-27	day
7hbH1qupmU6HxVBjWJItlq	2hQ8B9Ce4c3fKLMLDXTbXc	2010-04-06	day
3t83f2J04dRWOpNBe9GTfs	0xYOq0BhZJ1jDrWo8uVwNl	2010-04-06	day
4Y2ImQoh83EyhkbaJXmJr1	7wBCfFABgpF9il0genBkY7	2010-01-01	day
2i7CQcVBh2K6uOR3CH09M1	1KtPstaKGc1M6ySvBfkiyC	2010-04-06	day
3dgL9OUsElLTvnrUoArT4O	2LOj5cIFj9J6KsLP7wQ4A2	2010-01-01	day
3WNUkxJcJeliFx9KXWXMgs	6ZAjdkKHnWLdpL1deFXajO	2009-10-06	day
2D2qwEatKbBSKhBCfP6lyn	0AHgSpIPoZYdo6UK7hgNtc	2010-04-06	day
7eQrNqwmiIvFKEMvHRvPLB	6bD6KrlrZHHjkHsvSnBlvG	2010-11-16	day
0LyfQWJT6nXafLPZqxe9Of	0CcL28OkH89kjgKpNZC8sW	2009-11-23	day
1Fmb52lZ6Jv7FMWXXTPO3K	5UwhZD3iKYWPKLvuedpVsl	2010-03-09	day
5pUmXBIQtqpvdV1HAy2xYC	6329eMQ28dpq3vc0sAqDlm	out/20	year
3yrQJxTTj7xS2deLcXiEM3	4tLaBGUwnhA1U0khMDbLtP	2010-04-06	day
4iHNK0tOyZPYnBU7nGAgpQ	0an7K6LfvYERpVviYMUFp0	2009-01-01	day
3aBkeBhwadnWMWoVJ2CxJC	5TdDvkGCp5lDiPCbqzaEAu	2009-06-29	day
2TwquBGFuPq6ZtxEqKhDL2	1Zirzpg36v7XbRfOIvn8zD	out/20	year
6dse9FDodKw65ZQoLjE5F1	5ujKKeQEPzfCsDbrv7ZRBU	2010-02-02	day
3dpswct31rsudWf8ZASWZe	74a8fXLkIU8TLr3YDaNjpl	2010-03-30	day
3aBkeBhwadnWMWoVJ2CxJC	72aNaOna8AV0GZADXRbFlX	2009-06-22	day
1rXr1ZnvbRoYBaedIl9v4v	16Mbm2JgR2q8fnEhCD7yni	2010-03-16	day
7hJcb9fa4alzcOq3EaNPoG	3N7agGkKrdlEHBrzSDTNmG	2009-01-01	day
3q7HBObVc0L8jNeTe5Gofh	7eEjgXDzF8rNVUwuiXtB7Y	2009-01-01	day
0QHgL1lAIqAw0HtD7YldmP	5NGFuUQ1SYIUTy10IhA0Ny	2010-03-02	day
5BKsn7SCN2XmbF7apdCpRS	1wwazNvPsfWfQU6vkmZiR4	2010-03-22	day
7C4sUpWGlTy7IANjruj02I	7EhHLOnxROkHHp4usKOKqn	2010-02-12	day
6W1BHDF0T4a4KYcSwzD586	22TXLyA5GOT19O9hIdAHLE	out/20	year
2SNzxY1OsSCHBLVi77mpPQ	2tok8dzuedE1gFXHOG6JwV	2010-03-23	day
46UxF4P7x9FUigK1O2sSsV	5uHFXEIzECKIifPJHqwXEl	2010-03-23	day
65XA3lk0aG9XejO8y37jjD	6Bh8grVrJlDIJ0vJKtakTi	2010-01-01	day
7IGcjaMGAtsvKBLQX26W4i	1NdhsDqC7l6z0PldTOnIWQ	out/20	year
7BorxWOt6r2AZsOtXAzQtV	2A8Rjju4GmcZkM4qCRSDjW	2006-09-12	day
0rHiOzaAbw3cCp8D7yjyig	0tsPPm39Ws6gvTIZeYLDzJ	2010-01-01	day
0DZ5n0r1P0ZjKbjPdbN4wr	18ZoSfnNPAYDOpSpVKz4ze	set/20	year
776Uo845nYHJpNaStv1Ds4	7rSZXXHHvIhF4yUFdaOCy9	1967-05-12	day
0K1q0nXQ8is36PzOKAMbNe	1ZxFiRsGE8qhtvCTR5Vkdz	2010-01-19	day
3YJMzGjAm245zwJooY7PEj	4aIivYvBovLqNbsbBB4UuN	2009-01-01	day
3XxxEq6BREC57nCWXbQZ7o	3aupgxil1PxX0V8gPJ67q5	2009-01-01	day
4pADjHPWyrlAF0FA7joK2H	3v0AeWgJPrdPPZGt1tS2s0	2009-01-01	day
35sCXuy5gN6Or69rZ9vqBs	0ryXDRrtDUzddIDVcBwtXW	2009-01-01	day
2mxe0TnaNL039ysAj51xPQ	3zlbXZZ6S0Wf29Eij8MCV9	2009-11-27	day
2TI7qyDE0QfyOlnbtfDo7L	5iUooLOCekSMV3InWXD5nC	2009-06-02	day
4xPxYiZyp9SWFG3MIFkee5	2Y4HWtiFnZIH6eB2N68hN7	2010-01-01	day
67ea9eGLXYMsO2eYQRui3w	3DJhm4cXLwOuuV7YopBIrO	2010-02-13	day
5kQGFREO5FzMBMsAO3cEtj	45lzXCCO53vBDKv2aVZPxv	2010-03-02	day
6f3a43i1MJZwdjEpV1M0oH	11vbXdp9TOZKUw1H3BrtbD	2010-03-09	day
1OKOTYGoCE2buxTYMegJp7	38HGFXuY2NjAgKC9qr8Bya	2010-03-16	day
1tpXaFf2F55E7kVJON4j4G	6balOY1DvsMmjd8Ry3fmhq	2010-03-07	day
0qqxspZOkbN00bu6DaRIrn	7fHbSPZaGS55A80DqDLssC	out/20	year
6fVcDUckTwxqg56qNsEvUr	7EK2TBB8TotPEFYWA9aCiJ	2010-03-01	day
1sahk8ZhHF9FB59DMyDi8D	5NiltMlNNwCVxb0GdxHWo0	2010-03-15	day
776Uo845nYHJpNaStv1Ds4	3ZGvhPoskm22Tpc9bUkk84	1997-04-22	day
4BuyNtIXCdb4fHesOdR3io	3Ba07fAhwq2tLy6CrJYnNq	2010-02-22	day
776Uo845nYHJpNaStv1Ds4	3uFZf8rykoHo7XMIQVYW6r	1967-12-01	day
2zwHaEmXxX6DTv4i8ajNCM	5fM41TOegBBrRO7NhmFYvP	2009-11-13	day
1K1m6K2IZOcbyabxB2jXjg	3gP3LiFce1MRlff8hF2MAX	2008-02-23	day
0rvjqX7ttXeg3mTy8Xscbt	2DdrOOqcCv3kq8YazRPznq	2008-06-03	day
6dHr8Y0nPrnHiBOuJzuu8F	0NMxCRPdsRGiwxHc8Ly0vR	2010-03-09	day
5hbH3dvtk49g07qpc1QwPe	4fP9O0Pr5CAcT5Nm7lVZWu	2010-03-08	day
4tususHNaR68xdgLstlGBA	2YOIrzi5u5xuiGCA7GhCMS	2010-03-09	day
4BND4VwfSnhEu1op480sCf	0CCJbjfRpuiazyeoUHLV00	1998-01-01	day
1rvRbKEVG3blb8mbUlo8xR	682cqrgGZScwhg2891KMUN	2010-01-01	day
4Sld5LOPbAm1QSq9U32fFV	3JiqIN4OCbKiKOrpwgPS8H	2010-03-02	day
3BmGtnKgCSGYIUhmivXKWX	5gDAEao3VxFdbm8vS0koQq	2004-01-17	day
3inCNiUr4R6XQ3W43s9Aqi	75MSNWQwcQAAM2MHGX8JaI	2010-03-09	day
0lslA51eKXwTUY0TSX9Emy	0jKCXQ0FtJxu9B8HSBb58h	2018-07-20	day
2Pfv2w8a20xzC7Dr7QXRqM	0dCRu5tVhx9fvbVZSxfjfP	mai/20	year
1aEYCT7t18aM3VvM6y8oVR	5aZIFZuVGHJhZSLDs87t2U	2018-05-24	day
7enBrBojgBJuPPdqTq4Z5F	0HNLrZkpHB9TPG5fRRBQeK	2010-02-08	day
2JSc53B5cQ31m0xTB7JFpG	5TkuThPAKG6ntFLNDX1suq	out/20	year
6H8Sj9gFyDYJ3T63LA3DKz	7gXh0cuAlgJhr9sr3bi3l9	out/20	year
2xTlb6eueddQmWsxImpDbP	52tilJOSl6qir4VudEqR3F	2011-11-15	day
3alW3LYQS8K29z8C8NSLIX	49fKFXLwAa11FQruRC19Fp	2010-01-22	day
4bPiOPI4V99cepEftvBYak	5cWkSFQ3Gl7gDExtC4WPyk	2009-01-01	day
43sZBwHjahUvgbx1WNIkIz	63a1DgGeNsC197MCiV0X0i	2009-01-01	day
7bXgB6jMjp9ATFy66eO08Z	20aDO05QIgZMY7BcKKI44D	2009-12-08	day
3Uqc6c1DUPkyUQSeatexYU	2ioFlKlrO3F8Zvy7n3VyYQ	2010-01-01	day
1eiIIImNeUj3vpaocWqoOf	3qt1Ykf0kMEyBw4i9R8JFO	2010-02-23	day
0zOcE3mg9nS6l3yxt1Y0bK	1IM3GwptCGYjRkzCBolyFK	2005-09-13	day
3XdYdbtieFIBKcVFG5lKoR	10wwXEjlrAJk5EDGBljgd3	2018-11-20	day
04HvbIwBccFmRie5ATX4ft	64PqoX4BwsfDVEBeYqDnb8	out/20	year
1Ng8jGC4dL0gkkuh77pbpX	2e5l2h8A5Ry6cmv4jUsg94	2009-11-24	day
0KDuKk6YdEu3hR56HtXmxt	5w2zfZyYBVlN3gE7ld5Zkg	2010-02-16	day
6FXMGgJwohJLUSr5nVlf9X	1F8y2bg9V9nRoy8zuxo3Jt	2010-02-08	day
2S0rCVs10P1Q0v51wmOrM5	7z3Dd0P3mcGlbzTXDtfznd	2009-05-07	day
48E5csclQ92SrzSRQmEeC4	4CaDpxdeAQMrhuS5jBfEhE	2009-11-27	day
0UOrN3LNaKApiOSdvJiETl	7HilMFwE3sdYIeP5hyFWPu	2010-02-23	day
5v6wlK6GCKVovWMbPqSHNy	7CQTDkwPaFVeHPJhvSJugG	2010-02-08	day
74Hj7BmnUXyx2udrIEIKwX	4DScqkdjLJ7erAjCmrhshW	2010-02-05	day
7oPftvlwr6VrsViSDV7fJY	1AHZd3C3S8m8fFrhFxyk79	2009-05-15	day
7tNLRmiAN8hpmFrbIHiHsy	2lZttozROJsM5KbD5gqSet	2010-01-01	day
4qwGe91Bz9K2T8jXTZ815W	7qxMrD1a1AEWPmTiiltWda	2010-08-31	day
6GI52t8N5F02MxU0g5U69P	10aiDpdFGyfCFEcqpx6XTq	1999-06-15	day
2ndyVAdV9UqF1XjyTJt484	4WbbtFzVDN7zejy7T7WDc6	2009-09-24	day
37uLId6Z5ZXCx19vuruvv5	4g9B6VXmdHhmqYhVHIXsbc	2010-02-01	day
0LyfQWJT6nXafLPZqxe9Of	7srdhyRtD51TCgFcefifug	2012-02-09	day
0jmPjksXqVrO92Urmx58vg	1DRNwmtg12a4qQOKgTtN7a	2010-02-09	day
2y8Jo9CKhJvtfeKOsYzRdT	1vYtAXJDt3FdgiaNCAW4c7	2009-10-23	day
0W7wIkmxoGQbnZYn2z2sLj	69d6G8jlDQXmnpP4aV3azk	ago/20	year
0NmYchKQ8JIR9QHYJA0FRe	6TtSybRpSRzrabDH6ojM9N	2010-01-29	day
19zqV9DV3txjMUjHvltl2D	71VL2I4UPRHcXRk51bCmuu	out/20	year
4YsP5zmteLQ7etNjHAOu30	75mRdr4HtsVKWJ11hrqZ79	out/20	year
2P1puQXmG48EVLBrHbum1J	0y5shamyoRauoNkHfUUmlA	2009-01-01	day
7xmd7RPLO292xIiLMAryFQ	0eQhjmxXnrs8KSMpZatJg7	2010-01-01	day
2rBcvLKWCZs9w1qIWv560v	3yskvqosKohzIMFeEAHAFt	2009-12-07	day
64MoFdq8ORI3V98AR5SPWL	4HbNrf2AwmTr1fdc8ukDFg	2010-02-01	day
4xFUf1FHVy696Q1JQZMTRj	5HwzpaqYOZABPnmvl5JYFX	2007-10-22	day
6qyi8X6MdP1lu6B1K6yh3h	0swOso9dwIp1PHmDP4dTbX	2009-04-14	day
63wjoROpeh5f11Qm93UiJ1	4ujRfwvBeflZJ7tzzA0XBJ	2009-01-01	day
39ZHUueufhIdbW4yu9uODG	65NVbd6VHdUFzRKfgtmmVu	2009-01-01	day
12Chz98pHFMPJEknJQMWvI	0lw68yx3MhKflWFqCsGkIs	2006-06-19	day
0vWCyXMrrvMlCcepuOJaGI	7DphDayDRJ1NtRmveflFWD	2009-09-03	day
3sgFRtyBnxXD5ESfmbK4dl	7qtQYJc0H6s3CK4c7Gp8GR	2009-01-01	day
3BmGtnKgCSGYIUhmivXKWX	4h8seeFAi6iYhslcWIxTSG	2009-03-06	day
1fnDlUNi67FQtHHqBl4Yfg	4HOobzcnXNTNaKxP2MIBrg	2010-01-01	day
0pjLiK5qb4Zr0PWRNkdd2o	4jfQej3WNvf8uWkdiKlQlL	2009-01-01	day
6RWjTQqILL7a1tQ0VapyLK	3JaKUx1XHOR0kWiNXdje2h	out/20	year
3t58jfUhoMLYVO14XaUFLA	5T0AcvGoGtrPa5tnM6W9BB	2013-02-08	day
0pjLiK5qb4Zr0PWRNkdd2o	7ygK4tK0qSpdlMau3sBnO5	2009-01-01	day
7Eu1txygG6nJttLHbZdQOh	6XoxeeeyZgzqUMzUBUSDG9	2010-01-25	day
29WzbAQtDnBJF09es0uddn	141Mp3P2VKHQMhtkW1DyQg	2006-01-01	day
12Chz98pHFMPJEknJQMWvI	1Dh27pjT3IEdiRG9Se5uQn	jan/20	year
3jOstUTkEu2JkjvRdBA5Gu	5ApGTozdCMPtuEbGLWOe7E	2009-11-03	day
2P1puQXmG48EVLBrHbum1J	5ahEd7berYIgjRYsIHZa8Y	2007-01-01	day
4tw2Lmn9tTPUv7Gy7mVPI4	4xQR5aXNUGDOuiU3NyvJ8X	2011-05-03	day
0IlQRCafsMrd0QkTRBU6n0	5ToC9VWNXK7smeo8b5EvCO	2010-01-19	day
3uGFTJ7JMllvhgGpumieHF	42jhVkCdzN4cuIvc0QyXbS	2017-01-07	day
3dXaa6jwM7B52GZpaJEIr5	41vtekbZz4GFlqJzL9MbNo	2009-01-01	day
3zunDAtRDg7kflREzWAhxl	0y51dgT9Wg4Fms9g2t1k5A	2010-01-19	day
4SPvdqkhRp1ARWJvxByVuA	1Haev92kvZf3cCF53qBz6i	2010-01-18	day
3hozsZ9hqNq7CoBGYNlFTz	2ZSt5m1kE9FIFTM8c0b1ws	2010-10-15	day
6DbJi8AcN5ANdtvJcwBSw8	0VU7V3yRDdiALW5o2AzC6d	2010-01-01	day
5BvJzeQpmsdsFp4HGUYUEx	5oXBmKbyJeQftWMo87cQ9F	2008-01-27	day
43ZHCT0cAZBISjO8DG9PnE	1obc6uvzMsDUd6Q76MP1kI	2017-07-28	day
0IdYRFTswLdsGwSnzOaGNF	51G8SmLrrbgrlBaUXUCBQ3	2010-01-19	day
5lKZWd6HiSCLfnDGrq9RAm	2zL05F00c8OnJuAd765hEQ	2009-11-13	day
6lx6XS8umFqYRVbBErx9fE	2ztJpdxupEltRgGuzihTJb	2009-01-01	day
2wvUfjKGoXvcnDHq7GgMOa	1b9KEBOO7A5awr16aCd6VP	jul/20	year
6Wr3hh341P84m3EI8qdn9O	4ebodSLpRqbuQjpGlDZglH	2008-01-01	day
5OSQDUNmll299ldFIF1Dau	4tenhTym0hVs2AXbkPX51L	2009-10-27	day
1Cq0LAHFfvUTBEtMPXUidI	3torcvC9h2ICrTuft8rlT7	2010-01-12	day
46gyXjRIvN1NL1eCB8GBxo	74cG2mCwozqxM6O1JZLWJ1	2009-01-12	day
5oWOx0BBDSMoFB8JDrjQre	1hrK4uDbw0YkGgL8bshsoH	out/20	year
0jkK3K1ATFFHofEWjd2i00	7u4ILhoAXiLezUEAOvKi8l	out/20	year
68kACMx6A3D2BYiO056MeQ	6yTiY5jSYTygHkG4PkSIMv	2007-11-05	day
0YC192cP3KPCRWx8zr8MfZ	5R34nmGZeKu9WXtJvcVmb6	out/20	year
5V0MlUE1Bft0mbLlND7FJz	7wAoZc6HuXD72H9APeLhAX	2009-11-10	day
16eRpMNXSQ15wuJoeqguaB	4Gucn0d30QiZSrXrcNVjhk	2009-10-09	day
2J257euzcjnDLipsyJH3F2	3fFlGU0k3z7wle0gp4wNrU	2009-12-08	day
56dO9zeHKuU5Gvfc2kxHNw	4yo38BbmUi80kZOqHlRhNH	2009-08-31	day
4Z8W4fKeB5YxbusRsdQVPb	19RUXBFyM4PpmrLRdtqWbp	2000-10-01	day
1wZtkThiXbVNtj6hee6dz9	7CCfcuCn7J3dvHYziLI4T1	2009-01-01	day
0rG0AZBscc8S8q1ahIsasI	1zm4aYlHGj6JgylzLRkhJO	2009-11-27	day
4kwxTgCKMipBKhSnEstNKj	6BRq5g6CWiFgN3NrjLGAYq	2009-01-10	day
2Jv5eshHtLycR6R8KQCdc4	6FIFqclBriPCb0SjWDaHIk	2009-05-24	day
3TNt4aUIxgfy9aoaft5Jj2	6w21zEx5okRPCYJejLVRdR	2009-01-01	day
36HvjE9pV91jEjO1qBRidS	0cPK48ns3jCzdOYoLI6swU	2009-12-08	day
7vX3cMVyW8gtDA4y855ynF	4z1UWrg57s7BgID5NWYsPU	2009-09-06	day
3ao3jf5d70Tf4fPh2bnXVl	4ntCw9bgUK9hh04xhSxzTq	2009-01-01	day
6S2OmqARrzebs0tKUEyXyp	01yg4gm9pFOJbwQKj46ZYK	2009-01-01	day
196lKsA13K3keVXMDFK66q	4pb5b6XKuzzh5CqPFOzptQ	2007-05-15	day
7jmTilWYlKOuavFfmQAcu6	4vCNSqQGISu6z1gN2W5D5j	2009-09-25	day
0CEFCo8288kQU7mJi25s6E	7JrHhKMoqsCiaxIrJ9Fm5B	2009-01-01	day
1IQ2e1buppatiN1bxUVkrk	44MTd2OAtSYY63DCcQ7P8n	2009-01-01	day
2C9n4tQgNLhHPhSCmdsQnk	1n7udHnNnkdV1vBoBuM5cU	2009-10-08	day
74ASZWbe4lXaubB36ztrGX	6Ylr6c6snKHzMBaZHXHEWm	2009-10-13	day
7mEIug7XUlQHikrFxjTWes	4POoMZs9TBifgQMzuznMjd	2009-10-13	day
3WrFJ7ztbogyGnTHbHJFl2	3GmCXW10kLxmZrEY0JpRlw	1988-03-07	day
4867zBEJU90B3m4ZMRzDaF	5w6CyN2aEgajB8Gc6ylwvc	2009-12-22	day
7gOdHgIoIKoe4i9Tta6qdD	32m8Yjd3jjG3Dbf7YKTfLn	2009-01-01	day
2iE18Oxc8YSumAU232n4rW	1fIcfIou6wXHMuWB8XBgAk	2009-01-01	day
7x83XhcMbOTl1UdYsPTuZM	3IpexZ309jiPcLdFkz3S6F	2009-11-23	day
4mDTB962RcRuArrhQazgOG	1ltYEm6H8hxISy0qHjSaTp	2016-11-14	day
3vcFXwLEUdfWMu7gTQKyot	1KMbE0TFs0OLfqS71qJnNm	2009-01-01	day
